_id,Arrest_Year,Arrest_Month,EventID,ArrestID,PersonID,Perceived_Race,Sex,Age_group__at_arrest_,Youth_at_arrest__under_18_years,ArrestLocDiv,StripSearch,Booked,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,SearchReason_CauseInjury,SearchReason_AssistEscape,SearchReason_PossessWeapons,SearchReason_PossessEvidence,ItemsFound,ObjectId
11970,2020,July-Sept,1038431,6041222.0,320461,White,M,Aged 35 to 44 years,Not a youth,XX,,,Weapons & Homicide,,,,,,,None,None,None,None,None,11970
11971,2020,Jan-Mar,1013091,6063471.0,326656,Black,M,Aged 25 to 34 years,Not a youth,51,1.0,1.0,Assault & Other crimes against persons,,1.0,,1.0,,,1,0,0,0,0,11971
11972,2020,Jan-Mar,1046530,6060344.0,326656,Black,M,Aged 25 to 34 years,Not a youth,42,1.0,1.0,Robbery & Theft,,,,,,1.0,0,1,0,1,1,11972
11973,2021,Apr-June,1012057,6055747.0,326656,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Fraud,,,1.0,,,,None,None,None,None,None,11973
11974,2020,Apr-June,1007665,6054808.0,324297,East/Southeast Asian,M,Aged 55 to 64 years,Not a youth,23,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11974
11975,2021,Jan-Mar,1037885,6047069.0,324297,East/Southeast Asian,M,Aged 55 to 64 years,Not a youth,23,,,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,11975
11976,2020,Jan-Mar,1007620,6055334.0,332196,White,M,Aged 35 to 44 years,Not a youth,54,,1.0,Warrant,,,,,,,None,None,None,None,None,11976
11977,2020,Oct-Dec,1027086,6011614.0,303091,White,M,Aged 35 to 44 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,1.0,None,None,None,None,None,11977
11978,2021,Jan-Mar,1013648,6032775.0,303091,White,M,Aged 35 to 44 years,Not a youth,51,1.0,1.0,Drug Related,,,1.0,,,,1,0,0,1,0,11978
11979,2020,Jan-Mar,1013631,6048417.0,335811,Black,M,Aged 25 to 34 years,Not a youth,XX,,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,1.0,None,None,None,None,None,11979
11980,2021,Jan-Mar,1017333,6061529.0,304318,Black,F,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,11980
11981,2020,Jan-Mar,1046853,6034630.0,320225,White,M,Aged 25 to 34 years,Not a youth,14,,1.0,Mischief & Fraud,,,,,,1.0,None,None,None,None,None,11981
11982,2020,Jan-Mar,1014901,6056852.0,314465,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,11982
11983,2020,Jan-Mar,1033273,6015494.0,325945,Black,F,Aged 35 to 44 years,Not a youth,14,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,11983
11984,2021,Apr-June,1012569,6010716.0,325945,Black,F,Aged 35 to 44 years,Not a youth,XX,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,11984
11985,2020,Jan-Mar,1022293,6028515.0,323537,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,11985
11986,2021,Jan-Mar,1004985,6041721.0,326548,White,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,11986
11987,2020,Apr-June,1054693,6043958.0,304589,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,XX,,1.0,Sexual Related Crimes & Crimes Against Children,,,,,,1.0,None,None,None,None,None,11987
11988,2021,July-Sept,1018479,6029106.0,304353,White,M,Aged 35 to 44 years,Not a youth,XX,,,Break and Enter,,,,,,1.0,None,None,None,None,None,11988
11989,2020,July-Sept,1050977,6026434.0,329538,White,M,Aged 45 to 54 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,11989
11990,2020,Jan-Mar,1040469,6062096.0,326510,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,11990
11991,2021,Apr-June,1059882,6012544.0,326510,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Weapons,,,,,,,None,None,None,None,None,11991
11992,2021,July-Sept,1055229,6035391.0,326510,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,51,,,Mischief,,,,,,,None,None,None,None,None,11992
11993,2020,Apr-June,1013272,6017706.0,325699,White,M,Aged 35 to 44 years,Not a youth,XX,,1.0,Warrant,,,,1.0,,1.0,None,None,None,None,None,11993
11994,2020,Oct-Dec,1054621,6064316.0,325699,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,22,,1.0,Warrant,,,,,,,None,None,None,None,None,11994
11995,2021,Jan-Mar,1049713,6049092.0,310501,White,M,Aged 25 to 34 years,Not a youth,51,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,11995
11996,2021,Oct-Dec,1016448,6014274.0,310501,White,M,Aged 35 to 44 years,Not a youth,XX,,,Harassment/Threatening,,,,,,,None,None,None,None,None,11996
11997,2020,Apr-June,1007093,6034527.0,334907,Black,M,Aged 35 to 44 years,Not a youth,51,,1.0,Warrant,,,,,,,None,None,None,None,None,11997
11998,2021,Oct-Dec,1021480,6054698.0,327714,Black,M,Aged 35 to 44 years,Not a youth,XX,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,11998
11999,2020,Apr-June,1022214,6006060.0,328170,White,M,Aged 25 to 34 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11999
12000,2020,Apr-June,1022214,6015535.0,328170,White,M,Aged 25 to 34 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,12000
12001,2021,July-Sept,1046161,6031628.0,326728,Black,M,Aged 25 to 34 years,Not a youth,51,,1.0,Weapons,,,,,,1.0,None,None,None,None,None,12001
12002,2021,Apr-June,1033674,6004692.0,316974,White,M,Aged 35 to 44 years,Not a youth,42,,1.0,FTA/FTC/Compliance Check/Parollee,,1.0,,,,,None,None,None,None,None,12002
12003,2021,July-Sept,1049150,6029710.0,316974,White,M,Aged 35 to 44 years,Not a youth,42,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,12003
12004,2020,Jan-Mar,1034048,6009534.0,333982,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,12004
12005,2020,Jan-Mar,1042513,6062644.0,333982,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,12005
12006,2020,Jan-Mar,1018632,6050600.0,302799,White,M,Aged 25 to 34 years,Not a youth,13,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,12006
12007,2020,Apr-June,1029476,6046878.0,302799,White,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,12007
12008,2020,Apr-June,1016186,6054181.0,307546,Black,M,Aged 35 to 44 years,Not a youth,XX,1.0,1.0,Vehicle Related (inc. Impaired),,,,,,1.0,0,0,0,0,0,12008
12009,2020,Oct-Dec,1016812,6015393.0,305857,White,M,Aged 35 to 44 years,Not a youth,11,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,12009
12010,2020,Oct-Dec,1059715,6025767.0,304231,Black,M,Aged 35 to 44 years,Not a youth,53,1.0,1.0,Drug Related,,1.0,,,,,1,1,1,1,0,12010
12011,2021,Apr-June,1031058,6021759.0,304231,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute,,,,,,1.0,None,None,None,None,None,12011
12012,2021,Apr-June,1000965,6012217.0,335935,Black,M,Aged 35 to 44 years,Not a youth,12,,1.0,Assault,,,,,,,None,None,None,None,None,12012
12013,2021,Apr-June,1030562,6014976.0,334217,White,F,Aged 45 to 54 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,12013
12014,2021,Apr-June,1011534,6011094.0,334217,White,F,Aged 45 to 54 years,Not a youth,54,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,12014
12015,2021,Apr-June,1009641,6026162.0,334217,White,F,Aged 45 to 54 years,Not a youth,XX,,,Other Statute,,,,,,1.0,None,None,None,None,None,12015
12016,2021,Apr-June,1008613,6014831.0,334217,White,F,Aged 45 to 54 years,Not a youth,54,,1.0,FTA/FTC/Compliance Check/Parollee,,,1.0,1.0,,,None,None,None,None,None,12016
12017,2020,Oct-Dec,1045265,6047119.0,328924,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,13,,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,1.0,None,None,None,None,None,12017
12018,2020,Oct-Dec,1058851,6022979.0,312910,Latino,M,Aged 25 to 34 years,Not a youth,23,,1.0,Robbery & Theft,,,,,,,None,None,None,None,None,12018
12019,2021,Jan-Mar,1045631,6033624.0,335690,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,12019
12020,2021,July-Sept,1015023,6000876.0,335690,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,12020
12021,2020,July-Sept,1002786,6001732.0,308615,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Vehicle Related (inc. Impaired),,,,,,1.0,None,None,None,None,None,12021
12022,2021,July-Sept,1003939,6049460.0,321597,White,M,Aged 25 to 34 years,Not a youth,23,,,Drug Related,,,,,,,None,None,None,None,None,12022
12023,2020,Apr-June,1011068,6042436.0,314820,White,F,Aged 25 to 34 years,Not a youth,51,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,12023
12024,2021,July-Sept,1018600,6059290.0,314820,White,F,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,1.0,,,,,None,None,None,None,None,12024
12025,2021,Oct-Dec,1037491,6037459.0,314820,White,F,Aged 25 to 34 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,12025
12026,2021,July-Sept,1055434,6018975.0,315060,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,XX,,1.0,Other Offence,,,,,,1.0,None,None,None,None,None,12026
12027,2020,Oct-Dec,1013146,6023444.0,334300,White,F,Aged 35 to 44 years,Not a youth,13,,,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,12027
12028,2020,Oct-Dec,1001883,6062964.0,322634,White,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,12028
12029,2021,Jan-Mar,1013418,6006834.0,323755,Black,M,Aged 25 to 34 years,Not a youth,54,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,12029
12030,2020,Oct-Dec,1043668,6023394.0,332790,White,M,Aged 35 to 44 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,12030
12031,2021,Apr-June,1015560,6004847.0,316400,South Asian,F,Aged 25 to 34 years,Not a youth,41,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,12031
12032,2021,Apr-June,1037175,6056273.0,304683,White,M,Aged 25 to 34 years,Not a youth,XX,,,Vehicle Related,,,,,,,None,None,None,None,None,12032
12033,2021,July-Sept,1010909,6003944.0,304683,White,M,Aged 25 to 34 years,Not a youth,32,,1.0,Impaired,,,,,,1.0,None,None,None,None,None,12033
12034,2021,Apr-June,1018897,6014938.0,312222,White,F,Aged 65 years and older,Not a youth,XX,,1.0,Assault,,1.0,,,,,None,None,None,None,None,12034
12035,2020,Apr-June,1032549,6005950.0,305766,Middle-Eastern,M,Aged 55 to 64 years,Not a youth,43,,1.0,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,12035
12036,2021,Apr-June,1050424,6048732.0,326792,Black,M,Aged 25 to 34 years,Not a youth,33,,1.0,Harassment/Threatening,,,,,,,None,None,None,None,None,12036
12037,2021,Oct-Dec,1027053,6052298.0,326792,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,41,,1.0,Impaired,,,,,,,None,None,None,None,None,12037
12038,2021,July-Sept,1035867,6004065.0,321279,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,,,,,,None,None,None,None,None,12038
12039,2020,July-Sept,1036178,6006647.0,321199,Black,F,Aged 35 to 44 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,12039
12040,2021,July-Sept,1019213,6013863.0,331840,South Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,12040
12041,2021,Oct-Dec,1043973,6009750.0,335345,White,F,Aged 35 to 44 years,Not a youth,54,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,12041
12042,2021,Oct-Dec,1058388,6043491.0,300038,South Asian,M,Aged 35 to 44 years,Not a youth,43,,1.0,Assault,,,,,,1.0,None,None,None,None,None,12042
12043,2021,Oct-Dec,1047849,6057903.0,300417,Black,M,Aged 35 to 44 years,Not a youth,55,,,Impaired,,1.0,1.0,,,,None,None,None,None,None,12043
12044,2020,July-Sept,1044560,6054945.0,300063,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,12044
12045,2020,July-Sept,1008423,6042867.0,300063,Black,M,Aged 25 to 34 years,Not a youth,14,1.0,1.0,Mischief & Fraud,,,1.0,,,,1,0,1,1,0,12045
12046,2020,July-Sept,1027338,6042731.0,300063,Black,M,Aged 25 to 34 years,Not a youth,14,,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,1.0,None,None,None,None,None,12046
12047,2021,July-Sept,1003635,6033901.0,333686,White,F,Aged 45 to 54 years,Not a youth,12,1.0,1.0,Drug Related,,,,,,1.0,1,0,0,0,0,12047
12048,2020,Apr-June,1015031,6007121.0,315633,Black,M,Aged 25 to 34 years,Not a youth,51,1.0,1.0,Assault & Other crimes against persons,,,,,,,1,0,1,0,0,12048
12049,2020,Apr-June,1015262,6018300.0,315633,Black,M,Aged 25 to 34 years,Not a youth,51,1.0,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,1.0,1,1,0,0,0,12049
12050,2021,July-Sept,1059457,6024155.0,315633,Black,M,Aged 25 to 34 years,Not a youth,51,,1.0,Assault,,,,,,1.0,None,None,None,None,None,12050
12051,2020,Apr-June,1032698,6059923.0,321743,Black,F,Aged 35 to 44 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,12051
12052,2021,July-Sept,1018326,6011662.0,321743,Black,F,Aged 35 to 44 years,Not a youth,11,,,Assault,,,,,,,None,None,None,None,None,12052
12053,2020,July-Sept,1009740,6027853.0,306651,White,M,Aged 25 to 34 years,Not a youth,41,1.0,1.0,Weapons & Homicide,,,,,,,1,1,1,1,0,12053
12054,2020,Oct-Dec,1031051,6021064.0,313450,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,22,,1.0,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,12054
12055,2021,Apr-June,1031780,6041299.0,304358,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,41,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,12055
12056,2021,July-Sept,1040185,6030339.0,313877,White,F,Aged 45 to 54 years,Not a youth,14,,1.0,Robbery/Theft,,,,,,,None,None,None,None,None,12056
12057,2020,July-Sept,1026882,6010675.0,303825,Black,M,Aged 35 to 44 years,Not a youth,51,1.0,1.0,Assault & Other crimes against persons,,,1.0,,,,0,0,0,0,1,12057
12058,2021,Jan-Mar,1051021,6031343.0,332790,White,M,Aged 35 to 44 years,Not a youth,11,,1.0,Break and Enter,,,,,,,None,None,None,None,None,12058
12059,2021,Apr-June,1012797,6018468.0,304358,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,41,,1.0,Police Category - Administrative,,,1.0,1.0,,,None,None,None,None,None,12059
12060,2021,July-Sept,1048231,6051499.0,313877,White,F,Aged 45 to 54 years,Not a youth,XX,,,Robbery/Theft,,1.0,,,,,None,None,None,None,None,12060
12061,2021,July-Sept,1009154,6060639.0,303825,Black,M,Aged 35 to 44 years,Not a youth,51,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,12061
12062,2021,Apr-June,1039315,6048472.0,332790,White,M,Aged 35 to 44 years,Not a youth,42,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,12062
12063,2021,Apr-June,1036789,6028978.0,304358,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute,,,,,,,None,None,None,None,None,12063
12064,2021,July-Sept,1032315,6021556.0,305990,White,M,Aged 55 to 64 years,Not a youth,53,,1.0,Sexual Related Crime,,,,,,1.0,None,None,None,None,None,12064
12065,2021,Apr-June,1032394,6035075.0,313450,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,51,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,12065
12066,2021,Jan-Mar,1010794,6012659.0,322634,White,M,Aged 25 to 34 years,Not a youth,XX,,1.0,LLA,,,1.0,,,,None,None,None,None,None,12066
12067,2021,July-Sept,1002642,6042623.0,313877,White,F,Aged 45 to 54 years,Not a youth,XX,,1.0,Robbery/Theft,,,,,,,None,None,None,None,None,12067
12068,2020,Apr-June,1044870,6009793.0,336913,White,F,Aged 35 to 44 years,Not a youth,22,,,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,12068
12069,2021,July-Sept,1037071,6061591.0,336738,White,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,12069
12070,2020,Apr-June,1032788,6024859.0,336072,Black,M,Aged 35 to 44 years,Not a youth,51,,1.0,Vehicle Related (inc. Impaired),,1.0,,,,,None,None,None,None,None,12070
12071,2021,Apr-June,1017213,6040009.0,336072,Black,M,Aged 35 to 44 years,Not a youth,14,1.0,1.0,Drug Related,,,,,,,0,0,0,0,0,12071
12072,2021,July-Sept,1003605,6056737.0,336072,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Warrant,,,,,,1.0,None,None,None,None,None,12072
12073,2020,July-Sept,1041338,6028969.0,308237,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,12,,1.0,Vehicle Related (inc. Impaired),,,,,,1.0,None,None,None,None,None,12073
12074,2020,Jan-Mar,1021111,6051127.0,334253,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,54,,1.0,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,12074
12075,2020,Oct-Dec,1041258,6043092.0,332399,South Asian,M,Aged 35 to 44 years,Not a youth,41,,1.0,Vehicle Related (inc. Impaired),,,,,,1.0,None,None,None,None,None,12075
12076,2020,Apr-June,1035097,6030062.0,333679,White,M,Aged 45 to 54 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,12076
12077,2020,Oct-Dec,1044473,6057290.0,305310,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,1.0,None,None,None,None,None,12077
12078,2020,Jan-Mar,1040342,6030433.0,311459,White,M,Aged 45 to 54 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,12078
12079,2020,July-Sept,1026317,6043979.0,311459,White,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,12079
12080,2020,Oct-Dec,1027550,6034229.0,318654,White,M,Aged 35 to 44 years,Not a youth,XX,,,Weapons & Homicide,,,,,,,None,None,None,None,None,12080
12081,2021,July-Sept,1038436,6057472.0,310822,White,M,Aged 35 to 44 years,Not a youth,43,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,12081
12082,2020,Apr-June,1056056,6063812.0,325319,South Asian,M,Aged 25 to 34 years,Not a youth,51,1.0,1.0,Warrant,,,,,,,1,0,0,0,0,12082
12083,2020,Apr-June,1040485,6019611.0,325319,South Asian,M,Aged 25 to 34 years,Not a youth,43,,1.0,Vehicle Related (inc. Impaired),,,,,,1.0,None,None,None,None,None,12083
12084,2020,July-Sept,1009779,6018176.0,325319,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,43,1.0,1.0,Assault & Other crimes against persons,,,,,,1.0,1,0,1,1,0,12084
12085,2020,July-Sept,1048583,6001978.0,321858,White,M,Aged 25 to 34 years,Not a youth,52,1.0,,Drug Related,,,,,,,1,0,0,1,1,12085
12086,2020,Oct-Dec,1014675,6005987.0,321858,White,M,Aged 35 to 44 years,Not a youth,51,,,Warrant,,,,,,1.0,None,None,None,None,None,12086
12087,2021,Jan-Mar,1010361,6025896.0,321858,White,M,Aged 35 to 44 years,Not a youth,XX,,,Warrant,,,,,,1.0,None,None,None,None,None,12087
12088,2021,Jan-Mar,1002442,6047829.0,321858,White,M,Aged 35 to 44 years,Not a youth,14,1.0,1.0,Robbery/Theft,,,,,,1.0,1,0,0,0,0,12088
12089,2021,Apr-June,1012604,6052752.0,321858,White,M,Aged 25 to 34 years,Not a youth,51,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,12089
12090,2021,Apr-June,1052038,6035031.0,321858,White,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Other Offence,,,,,,,None,None,None,None,None,12090
12091,2021,July-Sept,1005126,6044246.0,311809,White,F,Aged 45 to 54 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,12091
12092,2021,July-Sept,1034973,6018703.0,324093,Black,F,Aged 55 to 64 years,Not a youth,XX,,,Robbery/Theft,,,,1.0,,,None,None,None,None,None,12092
12093,2020,Jan-Mar,1053912,6002147.0,304106,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,52,,,Robbery & Theft,,,,,,,None,None,None,None,None,12093
12094,2020,Apr-June,1032910,6049226.0,304106,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,12094
12095,2021,Apr-June,1052321,6019813.0,304106,Unknown or Legacy,M,Aged 45 to 54 years,Not a youth,XX,,,Other Statute,,,,,,,None,None,None,None,None,12095
12096,2021,July-Sept,1057580,6017635.0,304106,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,51,,1.0,Robbery/Theft,,,,,,,None,None,None,None,None,12096
12097,2020,Oct-Dec,1029459,6037140.0,316174,White,M,Aged 45 to 54 years,Not a youth,23,,1.0,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,12097
12098,2020,July-Sept,1052747,6033033.0,322849,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,12098
12099,2020,July-Sept,1012030,6003960.0,322849,Black,M,Aged 35 to 44 years,Not a youth,51,1.0,1.0,Harassment & Threatening,,1.0,,1.0,,,0,0,1,1,0,12099
12100,2020,Oct-Dec,1000385,6052677.0,322849,Black,M,Aged 35 to 44 years,Not a youth,51,,1.0,Other Statute & Other Incident Type,,1.0,,,,,None,None,None,None,None,12100
12101,2021,Jan-Mar,1006206,6063409.0,322849,Black,M,Aged 35 to 44 years,Not a youth,XX,,1.0,LLA,,,,,,1.0,None,None,None,None,None,12101
12102,2021,Apr-June,1051083,6028579.0,322849,Black,M,Aged 35 to 44 years,Not a youth,51,,1.0,Assault,,1.0,1.0,,,,None,None,None,None,None,12102
12103,2021,Apr-June,1051083,6021482.0,322849,Black,M,Aged 35 to 44 years,Not a youth,51,,,Assault,,,,,,,None,None,None,None,None,12103
12104,2021,Apr-June,1010404,6054828.0,322849,White,M,Aged 35 to 44 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,12104
12105,2020,Jan-Mar,1027565,6017484.0,309091,White,M,Aged 35 to 44 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,12105
12106,2020,Jan-Mar,1013314,6030619.0,309091,White,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,12106
12107,2021,Oct-Dec,1036238,6017116.0,309091,White,M,Aged 45 to 54 years,Not a youth,XX,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,12107
12108,2020,July-Sept,1015716,6020930.0,311461,Black,M,Aged 25 to 34 years,Not a youth,41,,,Sexual Related Crimes & Crimes Against Children,,,,,,,None,None,None,None,None,12108
12109,2020,Oct-Dec,1029808,6047186.0,311461,Black,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Warrant,,,,,,1.0,None,None,None,None,None,12109
12110,2020,July-Sept,1001805,6064342.0,310275,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,51,1.0,1.0,Harassment & Threatening,,,,,,1.0,1,1,0,0,0,12110
12111,2021,Jan-Mar,1054746,6042550.0,310275,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,51,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,12111
12112,2021,Jan-Mar,1057520,6048686.0,310275,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,XX,,,Drug Related,,,,,,,None,None,None,None,None,12112
12113,2020,Jan-Mar,1006366,6021212.0,304358,South Asian,M,Aged 35 to 44 years,Not a youth,42,1.0,1.0,Warrant,,,,,,1.0,0,0,0,0,0,12113
12114,2020,Oct-Dec,1011280,6059278.0,304358,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Assault & Other crimes against persons,,1.0,1.0,,1.0,,None,None,None,None,None,12114
12115,2021,Jan-Mar,1032109,6009985.0,304358,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,43,,1.0,Assault,,,,1.0,,,None,None,None,None,None,12115
12116,2021,July-Sept,1058925,6049210.0,313450,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,XX,,,Mischief,,,,1.0,,1.0,None,None,None,None,None,12116
12117,2020,Jan-Mar,1016016,6034030.0,308163,White,F,Aged 25 to 34 years,Not a youth,14,1.0,1.0,"FTA/FTC, Compliance Check & Parollee",,1.0,1.0,1.0,,,1,1,1,1,0,12117
12118,2021,Oct-Dec,1034392,6012808.0,304358,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,41,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,12118
12119,2021,Apr-June,1010083,6060293.0,332790,White,M,Aged 35 to 44 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,12119
12120,2020,Apr-June,1033505,6038995.0,308163,White,F,Aged 25 to 34 years,Not a youth,51,1.0,1.0,Mischief & Fraud,,,,,,,1,0,0,0,0,12120
12121,2021,Oct-Dec,1043384,6046115.0,313450,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,22,,1.0,Drug Related,,,1.0,,,,None,None,None,None,None,12121
12122,2020,Jan-Mar,1011478,,304358,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,XX,1.0,,"FTA/FTC, Compliance Check & Parollee",,,,,,,0,0,0,0,0,12122
12123,2021,July-Sept,1030792,6030395.0,313877,White,F,Aged 45 to 54 years,Not a youth,11,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,12123
12124,2021,Jan-Mar,1012806,6051349.0,322634,White,M,Aged 25 to 34 years,Not a youth,52,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,12124
12125,2020,July-Sept,1013050,6037997.0,302901,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,51,,1.0,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,12125
