_id,Arrest_Year,Arrest_Month,EventID,ArrestID,PersonID,Perceived_Race,Sex,Age_group__at_arrest_,Youth_at_arrest__under_18_years,ArrestLocDiv,StripSearch,Booked,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,SearchReason_CauseInjury,SearchReason_AssistEscape,SearchReason_PossessWeapons,SearchReason_PossessEvidence,ItemsFound,ObjectId
63695,2021,July-Sept,1049236,6008866.0,312195,East/Southeast Asian,F,Aged 18 to 24 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63695
63696,2021,July-Sept,1030337,6057463.0,326666,White,M,Aged 55 to 64 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63696
63697,2021,Oct-Dec,1044839,6019039.0,314460,White,F,Aged 18 to 24 years,Not a youth,XX,,,Robbery/Theft,,1.0,1.0,,,,None,None,None,None,None,63697
63698,2021,July-Sept,1003818,6034158.0,322524,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,51,,1.0,Assault,,,,,,,None,None,None,None,None,63698
63699,2021,July-Sept,1059711,6016508.0,327578,Black,M,Aged 25 to 34 years,Not a youth,14,,1.0,Warrant,,,1.0,,,1.0,None,None,None,None,None,63699
63700,2021,July-Sept,1050931,6062371.0,300301,South Asian,M,Aged 35 to 44 years,Not a youth,41,,1.0,Assault,,,,,,1.0,None,None,None,None,None,63700
63701,2021,July-Sept,1040662,6058516.0,304581,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,14,,1.0,Drug Related,,,,,,,None,None,None,None,None,63701
63702,2021,July-Sept,1035593,6012333.0,305621,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63702
63703,2021,July-Sept,1021905,6026328.0,303557,White,M,Aged 35 to 44 years,Not a youth,31,,1.0,Mischief,,,,,,1.0,None,None,None,None,None,63703
63704,2021,July-Sept,1022903,6054527.0,303376,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,63704
63705,2021,July-Sept,1037901,6057641.0,312067,South Asian,M,Aged 35 to 44 years,Not a youth,XX,,1.0,LLA,,,,,,,None,None,None,None,None,63705
63706,2021,July-Sept,1058703,6049141.0,323921,White,M,Aged 55 to 64 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63706
63707,2021,July-Sept,1042555,6058154.0,321317,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Mischief,,,,,,1.0,None,None,None,None,None,63707
63708,2021,July-Sept,1053261,6021734.0,324891,Black,F,Aged 18 to 24 years,Not a youth,XX,,,Break and Enter,,,,,,,None,None,None,None,None,63708
63709,2021,Oct-Dec,1024087,6062538.0,324067,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,63709
63710,2021,July-Sept,1009718,6060217.0,303557,White,M,Aged 35 to 44 years,Not a youth,31,,,Break and Enter,,,,,,,None,None,None,None,None,63710
63711,2021,July-Sept,1007368,6010025.0,305050,White,M,Aged 25 to 34 years,Not a youth,53,,1.0,Break and Enter,,,,,,1.0,None,None,None,None,None,63711
63712,2021,July-Sept,1053600,6023923.0,322296,White,M,Aged 25 to 34 years,Not a youth,14,,1.0,Impaired,,,,,,,None,None,None,None,None,63712
63713,2021,Oct-Dec,1047712,6058409.0,323921,White,M,Aged 55 to 64 years,Not a youth,XX,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,63713
63714,2021,July-Sept,1047871,6021994.0,320876,White,F,Aged 65 years and older,Not a youth,XX,,,Robbery/Theft,,,,,,1.0,None,None,None,None,None,63714
63715,2021,July-Sept,1035676,6052128.0,304212,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,33,,1.0,Assault,,,,,,1.0,None,None,None,None,None,63715
63716,2021,July-Sept,1051314,6018974.0,306022,White,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,63716
63717,2021,July-Sept,1059881,6017669.0,336259,Black,M,Aged 25 to 34 years,Not a youth,23,,,Assault,,,,,,,None,None,None,None,None,63717
63718,2021,July-Sept,1046456,6050934.0,324410,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63718
63719,2021,July-Sept,1050844,6012054.0,315376,East/Southeast Asian,M,Aged 17 years and under,Youth (aged 17 years and under),41,,1.0,Assault,,,,,,,None,None,None,None,None,63719
63720,2021,Oct-Dec,1023875,6054501.0,315376,East/Southeast Asian,M,Aged 17 years and under,Youth (aged 17 years and under),41,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,63720
63721,2021,July-Sept,1047553,6001130.0,301475,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,43,,,Harassment/Threatening,,,,,,,None,None,None,None,None,63721
63722,2021,July-Sept,1026379,6043259.0,326217,Latino,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Impaired,,,,,,,None,None,None,None,None,63722
63723,2021,July-Sept,1036277,6029618.0,315371,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Impaired,,,,,,1.0,None,None,None,None,None,63723
63724,2021,July-Sept,1001231,6046025.0,309730,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,,,,,1.0,None,None,None,None,None,63724
63725,2021,July-Sept,1053020,6051566.0,303152,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,63725
63726,2021,July-Sept,1018854,6030252.0,318908,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,63726
63727,2021,July-Sept,1000824,6040188.0,321679,White,F,Aged 25 to 34 years,Not a youth,53,,1.0,Assault,,1.0,,,,,None,None,None,None,None,63727
63728,2021,July-Sept,1009609,6045455.0,308805,South Asian,M,Aged 18 to 24 years,Not a youth,XX,,,None,,,,,,1.0,None,None,None,None,None,63728
63729,2021,July-Sept,1017416,6014653.0,311382,Black,M,Aged 25 to 34 years,Not a youth,41,,1.0,Assault,,,,,,1.0,None,None,None,None,None,63729
63730,2021,Oct-Dec,1054727,6019704.0,315391,White,M,Aged 55 to 64 years,Not a youth,33,,,Harassment/Threatening,,,,,,1.0,None,None,None,None,None,63730
63731,2021,July-Sept,1058066,6051309.0,304562,White,F,Aged 35 to 44 years,Not a youth,XX,,,Fraud,,,,,,1.0,None,None,None,None,None,63731
63732,2021,July-Sept,1009430,6031113.0,330322,White,M,Aged 45 to 54 years,Not a youth,12,,,Harassment/Threatening,,,,,,,None,None,None,None,None,63732
63733,2021,Oct-Dec,1019143,6041410.0,328293,White,F,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63733
63734,2021,July-Sept,1033536,6044519.0,317752,White,M,Aged 25 to 34 years,Not a youth,XX,,,Other Offence,,1.0,1.0,,,,None,None,None,None,None,63734
63735,2021,July-Sept,1049148,6033498.0,300581,Black,M,Aged 17 years and under,Youth (aged 17 years and under),XX,,1.0,Assault,,,,,,,None,None,None,None,None,63735
63736,2021,July-Sept,1020479,6029854.0,300330,Black,F,Aged 18 to 24 years,Not a youth,54,,1.0,Assault,,,,,,1.0,None,None,None,None,None,63736
63737,2021,July-Sept,1050908,6034559.0,337331,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63737
63738,2021,July-Sept,1020791,6025479.0,303947,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,XX,,1.0,Impaired,,,,,,1.0,None,None,None,None,None,63738
63739,2021,July-Sept,1049212,6050542.0,319044,White,F,Aged 65 years and older,Not a youth,XX,,,Robbery/Theft,,,,,,1.0,None,None,None,None,None,63739
63740,2021,Oct-Dec,1054135,6024073.0,319977,White,M,Aged 17 years and under,Youth (aged 17 years and under),XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,63740
63741,2021,July-Sept,1037072,6001055.0,303041,South Asian,M,Aged 18 to 24 years,Not a youth,42,,1.0,Vehicle Related,,,,,,1.0,None,None,None,None,None,63741
63742,2021,July-Sept,1005655,6011134.0,317403,Latino,F,Aged 18 to 24 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63742
63743,2021,July-Sept,1032036,6009936.0,318333,South Asian,M,Aged 25 to 34 years,Not a youth,XX,,,LLA,,,,,,,None,None,None,None,None,63743
63744,2021,July-Sept,1032016,6022009.0,322403,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Impaired,,,,,,1.0,None,None,None,None,None,63744
63745,2021,July-Sept,1043087,6045988.0,307570,South Asian,M,Aged 25 to 34 years,Not a youth,52,,1.0,Assault,,1.0,,,,,None,None,None,None,None,63745
63746,2021,July-Sept,1057169,6042127.0,328222,White,M,Aged 35 to 44 years,Not a youth,55,,1.0,Assault,,1.0,,,,,None,None,None,None,None,63746
63747,2021,Oct-Dec,1013979,6013652.0,328222,White,M,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,63747
63748,2021,July-Sept,1010465,6027865.0,333574,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,,,,,1.0,None,None,None,None,None,63748
63749,2021,July-Sept,1052004,6011140.0,323256,White,M,Aged 18 to 24 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,63749
63750,2021,Oct-Dec,1013266,6052184.0,323256,White,M,Aged 18 to 24 years,Not a youth,31,,,Harassment/Threatening,,,,,,1.0,None,None,None,None,None,63750
63751,2021,July-Sept,1012113,6046400.0,326226,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,63751
63752,2021,July-Sept,1000279,6048809.0,315016,White,F,Aged 18 to 24 years,Not a youth,XX,,,Break and Enter,,,,,,,None,None,None,None,None,63752
63753,2021,July-Sept,1010935,6026578.0,335536,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63753
63754,2021,July-Sept,1025626,6061265.0,329315,White,M,Aged 45 to 54 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,63754
63755,2021,July-Sept,1041606,6035683.0,311250,Indigenous,F,Aged 25 to 34 years,Not a youth,52,,1.0,LLA,,,,,,,None,None,None,None,None,63755
63756,2021,Oct-Dec,1044631,6005626.0,303557,White,M,Aged 35 to 44 years,Not a youth,XX,,,Break and Enter,,,,,,,None,None,None,None,None,63756
63757,2021,July-Sept,1040824,6041760.0,335454,South Asian,M,Aged 18 to 24 years,Not a youth,51,,1.0,Harassment/Threatening,,,,,,,None,None,None,None,None,63757
63758,2021,July-Sept,1006008,6023992.0,314790,White,M,Aged 25 to 34 years,Not a youth,XX,,,Harassment/Threatening,,,,,,,None,None,None,None,None,63758
63759,2021,July-Sept,1005037,6057016.0,310726,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,63759
63760,2021,July-Sept,1059636,6042114.0,322468,South Asian,M,Aged 18 to 24 years,Not a youth,32,,1.0,Sexual Related Crime,,,,,,1.0,None,None,None,None,None,63760
63761,2021,July-Sept,1023629,6027756.0,310726,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,,,Other Offence,,,,,,1.0,None,None,None,None,None,63761
63762,2021,July-Sept,1041636,6006161.0,302542,South Asian,M,Aged 35 to 44 years,Not a youth,42,,1.0,Assault,,,,,,,None,None,None,None,None,63762
63763,2021,July-Sept,1050566,6029701.0,311277,White,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63763
63764,2021,July-Sept,1022809,6033795.0,303677,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,63764
63765,2021,July-Sept,1017346,6059818.0,306694,White,M,Aged 18 to 24 years,Not a youth,12,,1.0,Sexual Related Crime,,,,,,1.0,None,None,None,None,None,63765
63766,2021,July-Sept,1021618,6015316.0,323715,South Asian,F,Aged 45 to 54 years,Not a youth,51,,1.0,Assault,,,,,,,None,None,None,None,None,63766
63767,2021,July-Sept,1000621,6045204.0,302980,White,F,Aged 35 to 44 years,Not a youth,42,,,Assault,,,1.0,,,,None,None,None,None,None,63767
63768,2021,July-Sept,1052095,6013283.0,322886,White,M,Aged 45 to 54 years,Not a youth,XX,,,Warrant,,,,,,1.0,None,None,None,None,None,63768
63769,2021,July-Sept,1037623,6012516.0,326849,White,M,Aged 45 to 54 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,63769
63770,2021,July-Sept,1030263,6017419.0,333164,White,M,Aged 17 years and under,Youth (aged 17 years and under),XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,63770
63771,2021,July-Sept,1059919,6056910.0,315040,White,M,Aged 45 to 54 years,Not a youth,42,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,63771
63772,2021,Oct-Dec,1008166,6003889.0,330120,Unknown or Legacy,M,Aged 18 to 24 years,Not a youth,13,,,Impaired,,,,,,1.0,None,None,None,None,None,63772
63773,2021,Oct-Dec,1024689,6044292.0,301981,White,M,Aged 45 to 54 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,63773
63774,2021,July-Sept,1004070,6024895.0,328209,White,M,Aged 18 to 24 years,Not a youth,XX,,,Weapons,,,,,,,None,None,None,None,None,63774
63775,2021,July-Sept,1042535,6038592.0,333705,White,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Incident,,,,,,,None,None,None,None,None,63775
63776,2021,July-Sept,1048397,6042016.0,306587,White,F,Aged 35 to 44 years,Not a youth,54,,1.0,Assault,,,,1.0,,,None,None,None,None,None,63776
63777,2021,July-Sept,1049902,6022052.0,322410,Black,F,Aged 55 to 64 years,Not a youth,XX,,,Vehicle Related,,,,,,,None,None,None,None,None,63777
63778,2021,July-Sept,1022053,6040030.0,314529,White,M,Aged 35 to 44 years,Not a youth,14,,1.0,Assault,,,,,,1.0,None,None,None,None,None,63778
63779,2021,July-Sept,1028392,6004097.0,332647,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,11,,1.0,Assault,,,,,,,None,None,None,None,None,63779
63780,2021,July-Sept,1032874,6017233.0,333273,East/Southeast Asian,F,Aged 17 years and under,Youth (aged 17 years and under),XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,63780
63781,2021,July-Sept,1002359,6044657.0,321694,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,XX,,,Harassment/Threatening,,,,,,1.0,None,None,None,None,None,63781
63782,2021,July-Sept,1040982,6031820.0,311890,Latino,M,Aged 25 to 34 years,Not a youth,41,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,63782
63783,2021,July-Sept,1042877,6000614.0,310899,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Sexual Related Crime,,,,,,1.0,None,None,None,None,None,63783
63784,2021,Oct-Dec,1052391,6015058.0,315891,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,63784
63785,2021,July-Sept,1021274,6042060.0,334884,White,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Assault,,,,,,,None,None,None,None,None,63785
63786,2021,July-Sept,1049204,6016851.0,325198,White,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,1.0,,None,None,None,None,None,63786
63787,2021,July-Sept,1029661,6056100.0,312946,White,F,Aged 25 to 34 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,63787
63788,2021,July-Sept,1040500,6045690.0,300818,South Asian,M,Aged 35 to 44 years,Not a youth,23,,,Assault,,,,,,1.0,None,None,None,None,None,63788
63789,2021,July-Sept,1024052,6049200.0,310899,South Asian,M,Aged 35 to 44 years,Not a youth,53,,1.0,Impaired,,,,,,1.0,None,None,None,None,None,63789
63790,2021,July-Sept,1035172,6016166.0,321589,White,M,Aged 35 to 44 years,Not a youth,55,,1.0,Assault,,,,,,,None,None,None,None,None,63790
63791,2021,July-Sept,1023445,6001588.0,303054,White,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Assault,,,,,,,None,None,None,None,None,63791
63792,2021,July-Sept,1050340,6055788.0,317958,South Asian,M,Aged 18 to 24 years,Not a youth,23,,1.0,Robbery/Theft,,,,,,,None,None,None,None,None,63792
63793,2021,Oct-Dec,1046192,6027808.0,317958,South Asian,M,Aged 18 to 24 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,63793
63794,2021,July-Sept,1048070,6055769.0,321004,South Asian,M,Aged 18 to 24 years,Not a youth,54,,1.0,Assault,,,,,,1.0,None,None,None,None,None,63794
63795,2021,July-Sept,1048897,6018512.0,315333,White,F,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63795
63796,2021,July-Sept,1001963,6021818.0,334267,Black,M,Aged 18 to 24 years,Not a youth,33,,1.0,Other Offence,,,,,,1.0,None,None,None,None,None,63796
63797,2021,July-Sept,1039887,6038941.0,309135,White,M,Aged 55 to 64 years,Not a youth,53,,1.0,Crimes against Children,,,,,,1.0,None,None,None,None,None,63797
63798,2021,July-Sept,1002234,6019686.0,320414,White,F,Aged 25 to 34 years,Not a youth,43,,,Fraud,,,,,,,None,None,None,None,None,63798
63799,2021,July-Sept,1057219,6025597.0,328790,Middle-Eastern,M,Aged 18 to 24 years,Not a youth,XX,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,63799
63800,2021,July-Sept,1046741,6048372.0,320867,White,M,Aged 35 to 44 years,Not a youth,XX,,1.0,Mischief,,1.0,1.0,,1.0,,None,None,None,None,None,63800
63801,2021,July-Sept,1014789,6023862.0,337298,East/Southeast Asian,M,Aged 18 to 24 years,Not a youth,XX,,,Vehicle Related,,,,,,,None,None,None,None,None,63801
63802,2021,July-Sept,1047253,6054517.0,308539,White,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,63802
63803,2021,July-Sept,1052002,6011498.0,308373,Black,M,Aged 18 to 24 years,Not a youth,23,,1.0,Sexual Related Crime,,,,,,,None,None,None,None,None,63803
63804,2021,July-Sept,1012845,6012109.0,312817,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Fraud,,,,,,,None,None,None,None,None,63804
63805,2021,July-Sept,1027257,6011213.0,308087,East/Southeast Asian,M,Aged 18 to 24 years,Not a youth,12,,,Other Offence,,,,,,,None,None,None,None,None,63805
63806,2021,July-Sept,1002024,6001357.0,308087,East/Southeast Asian,M,Aged 18 to 24 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,63806
63807,2021,July-Sept,1026817,6034638.0,304160,Middle-Eastern,M,Aged 18 to 24 years,Not a youth,31,,1.0,Sexual Related Crime,,,,,,1.0,None,None,None,None,None,63807
63808,2021,July-Sept,1029953,6008485.0,310920,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,XX,,,Vehicle Related,,,,,,1.0,None,None,None,None,None,63808
63809,2021,July-Sept,1026092,6045456.0,326424,South Asian,M,Aged 25 to 34 years,Not a youth,23,1.0,1.0,Robbery/Theft,,,,,,,1,0,0,1,0,63809
63810,2021,July-Sept,1007160,6001456.0,319152,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,XX,,,Vehicle Related,,,,,,1.0,None,None,None,None,None,63810
63811,2021,July-Sept,1000820,6052497.0,332137,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,32,,1.0,Assault,,,,,,1.0,None,None,None,None,None,63811
63812,2021,July-Sept,1050489,6008430.0,330039,Black,M,Aged 35 to 44 years,Not a youth,42,,1.0,Assault,,,,,,,None,None,None,None,None,63812
63813,2021,July-Sept,1011494,6005784.0,336910,White,F,Aged 18 to 24 years,Not a youth,22,,1.0,Impaired,,,,,,,None,None,None,None,None,63813
63814,2021,July-Sept,1034087,6021218.0,337247,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,52,,,Assault,,,,,,,None,None,None,None,None,63814
63815,2021,July-Sept,1027444,6060678.0,320796,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute,,,,,,1.0,None,None,None,None,None,63815
63816,2021,Oct-Dec,1053578,6002047.0,308753,South Asian,M,Aged 35 to 44 years,Not a youth,52,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,63816
63817,2021,July-Sept,1018862,6002981.0,304789,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,51,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,63817
63818,2021,July-Sept,1057777,6014499.0,304789,White,M,Aged 35 to 44 years,Not a youth,XX,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,63818
63819,2021,July-Sept,1011916,6053327.0,304789,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,52,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,63819
63820,2021,Oct-Dec,1056872,6036267.0,304789,White,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,63820
63821,2021,Oct-Dec,1013677,6027562.0,304789,White,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute,,,,,,1.0,None,None,None,None,None,63821
63822,2021,Oct-Dec,1025466,6008771.0,304789,White,M,Aged 35 to 44 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,63822
63823,2021,Oct-Dec,1030226,6022722.0,304789,White,M,Aged 35 to 44 years,Not a youth,XX,,1.0,Robbery/Theft,,,,,,1.0,None,None,None,None,None,63823
63824,2021,Oct-Dec,1000629,6033278.0,304789,White,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,63824
63825,2021,July-Sept,1014703,6009374.0,312525,Middle-Eastern,F,Aged 55 to 64 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,63825
63826,2021,July-Sept,1053838,6060204.0,335794,White,M,Aged 45 to 54 years,Not a youth,XX,,,Harassment/Threatening,,,,,,,None,None,None,None,None,63826
63827,2021,July-Sept,1057026,6031973.0,307214,Black,M,Aged 17 years and under,Youth (aged 17 years and under),XX,,,Robbery/Theft,,,,,,1.0,None,None,None,None,None,63827
63828,2021,July-Sept,1005585,6004718.0,334924,Middle-Eastern,M,Aged 18 to 24 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,63828
63829,2021,July-Sept,1018517,6031891.0,311151,Black,M,Aged 25 to 34 years,Not a youth,33,,1.0,Break and Enter,,,,,,1.0,None,None,None,None,None,63829
63830,2021,July-Sept,1011188,6038192.0,306222,Black,F,Aged 18 to 24 years,Not a youth,42,,,Mischief,,,,,,1.0,None,None,None,None,None,63830
63831,2021,July-Sept,1003648,6007271.0,330589,Black,M,Aged 25 to 34 years,Not a youth,42,,1.0,Assault,,,,,,,None,None,None,None,None,63831
63832,2021,July-Sept,1057398,6042547.0,330589,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,63832
63833,2021,July-Sept,1057328,6051919.0,333235,South Asian,M,Aged 17 years and under,Youth (aged 17 years and under),33,,,Robbery/Theft,,,,,,1.0,None,None,None,None,None,63833
63834,2021,July-Sept,1005959,6022290.0,332183,White,F,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,63834
63835,2021,July-Sept,1028001,6019384.0,330082,Black,M,Aged 17 years and under,Youth (aged 17 years and under),42,,1.0,Robbery/Theft,,,,,,,None,None,None,None,None,63835
63836,2021,July-Sept,1028001,6022820.0,321451,Black,M,Aged 18 to 24 years,Not a youth,42,,1.0,Robbery/Theft,,,,,,1.0,None,None,None,None,None,63836
63837,2021,July-Sept,1050251,6043076.0,323832,East/Southeast Asian,F,Aged 17 years and under,Youth (aged 17 years and under),XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,63837
63838,2021,July-Sept,1050251,6046960.0,313559,Latino,F,Aged 17 years and under,Youth (aged 17 years and under),52,,,Robbery/Theft,,,,,,,None,None,None,None,None,63838
63839,2021,July-Sept,1036430,6003527.0,333504,South Asian,M,Aged 35 to 44 years,Not a youth,42,,1.0,Assault,,,,,,,None,None,None,None,None,63839
63840,2021,July-Sept,1023155,6000132.0,333504,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,43,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,63840
63841,2021,July-Sept,1028001,6013142.0,327189,Black,M,Aged 17 years and under,Youth (aged 17 years and under),XX,,1.0,Robbery/Theft,,,,,,,None,None,None,None,None,63841
63842,2021,July-Sept,1039924,6020878.0,310547,Black,M,Aged 55 to 64 years,Not a youth,31,,1.0,Other Offence,,,,1.0,,,None,None,None,None,None,63842
63843,2021,July-Sept,1004964,6010267.0,321196,White,F,Aged 35 to 44 years,Not a youth,XX,,1.0,Impaired,,,,,,1.0,None,None,None,None,None,63843
63844,2021,July-Sept,1030711,6018120.0,320700,South Asian,F,Aged 25 to 34 years,Not a youth,52,,,Assault,,,,,,,None,None,None,None,None,63844
63845,2021,Oct-Dec,1059193,6033059.0,323562,South Asian,M,Aged 35 to 44 years,Not a youth,52,,1.0,Robbery/Theft,,,,,,,None,None,None,None,None,63845
63846,2021,Oct-Dec,1045884,6028496.0,323562,South Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Warrant,,1.0,1.0,,,,None,None,None,None,None,63846
63847,2021,Oct-Dec,1015473,6028675.0,323562,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,51,,1.0,FTA/FTC/Compliance Check/Parollee,,,,1.0,,,None,None,None,None,None,63847
63848,2021,Oct-Dec,1018116,6052020.0,323562,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,XX,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,63848
63849,2021,July-Sept,1051854,6000342.0,314630,Black,M,Aged 17 years and under,Youth (aged 17 years and under),XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,63849
63850,2021,July-Sept,1057832,6059844.0,304424,White,M,Aged 25 to 34 years,Not a youth,41,,1.0,Harassment/Threatening,,,,,,,None,None,None,None,None,63850
63851,2021,July-Sept,1010835,6057223.0,329954,White,M,Aged 18 to 24 years,Not a youth,XX,,,Mischief,,,,,,,None,None,None,None,None,63851
63852,2021,July-Sept,1037172,6049062.0,311346,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,63852
63853,2021,Oct-Dec,1045788,6038286.0,334884,White,M,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,63853
63854,2021,July-Sept,1000672,6012053.0,333489,Black,M,Aged 45 to 54 years,Not a youth,42,,1.0,Impaired,,,,,,,None,None,None,None,None,63854
63855,2021,July-Sept,1051067,6059657.0,312770,White,M,Aged 25 to 34 years,Not a youth,XX,,,Harassment/Threatening,,,1.0,,,,None,None,None,None,None,63855
63856,2021,Oct-Dec,1032391,6000284.0,315891,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,63856
