HH_ID,AGEGRP,AGEIMM,CF_RP,CFSTAT,CFSTRUCT,CIP2021,CITIZEN,CITOTH,CMA,EF_RP,EMPIN,HDGREE,WEIGHT
91526,7,99,1,2,2,8,1,5,835,1,50000,4,100.5951601
91527,11,6,3,6,9,10,3,2,933,3,91000,8,100.4811749
91528,8,99,1,2,2,5,1,5,999,1,110000,5,99.97458425
91529,13,99,3,6,9,8,1,5,462,3,99999999,3,100.111806
91530,4,99,1,1,1,13,1,5,999,1,20000,2,100.4279472
91531,13,99,1,1,1,13,1,5,999,1,99999999,1,100.17917
91532,7,99,1,2,2,9,1,5,999,1,10000,5,100.5951601
91533,10,7,1,2,2,13,2,4,999,1,1000,88,100.4176077
91534,12,99,1,1,1,13,1,5,825,1,99999999,2,100.5951601
91535,11,99,1,1,1,8,1,5,999,1,31000,4,100.5951601
91536,13,99,3,6,9,3,1,5,933,3,99999999,7,100.4811749
91537,9,5,1,2,2,4,2,2,462,1,140000,7,100.111806
91538,4,99,3,8,9,13,1,5,999,2,3000,2,100.1576517
91539,5,99,3,7,9,5,1,5,999,3,78000,7,100.4811749
91540,11,99,1,1,1,13,1,5,999,1,68000,2,100.4279472
91541,11,99,1,3,3,13,1,5,999,1,20000,2,100.111806
91542,9,99,3,6,9,13,1,5,999,3,56000,2,100.5951601
91543,9,99,3,6,9,10,1,5,999,3,16000,6,100.4811749
91544,6,99,3,6,9,13,1,2,999,3,72000,2,100.4176077
91545,5,1,1,1,1,6,2,5,999,1,100000,7,100.4176077
91546,88,99,1,2,2,13,1,5,999,1,26000,1,100.5951601
91547,11,99,2,1,1,13,1,5,999,2,99999999,1,100.4176077
91548,10,99,3,6,9,4,1,5,999,3,1,7,100.5223781
91549,10,99,3,6,9,2,1,5,999,3,99999999,3,100.111806
91550,11,99,1,1,1,11,1,5,999,1,120000,6,100.111806
91551,8,99,1,3,3,5,1,5,999,1,51000,5,100.4176077
91552,4,99,3,6,9,13,1,5,835,3,17000,2,100.5951601
91553,12,99,1,1,1,13,1,5,999,1,99999999,1,100.4176077
91554,11,99,1,1,1,13,1,5,999,1,-3000,1,100.4176077
91555,7,99,3,6,9,13,1,5,999,3,90000,2,99.97458425
91556,11,99,3,6,9,13,1,5,999,3,38000,1,100.4279472
91557,9,99,3,6,9,8,1,5,999,3,54000,5,100.1576517
91558,8,99,1,3,3,5,1,5,999,1,38000,8,100.111806
91559,4,99,3,7,9,8,1,5,999,3,46000,3,100.111806
91560,6,99,3,6,9,2,1,5,462,3,9000,3,100.111806
91561,9,3,1,2,2,8,2,4,462,1,52000,3,100.111806
91562,12,7,1,1,1,8,2,3,535,1,1000,5,100.4176077
91563,11,3,1,1,1,13,2,5,933,1,61000,2,100.4811749
91564,7,99,1,2,2,5,1,5,999,1,49000,5,100.4811749
91565,12,99,1,3,3,13,1,5,999,1,99999999,1,100.4176077
91566,7,88,2,2,2,9,8,8,933,2,99999999,7,100.4811749
91567,11,99,3,6,9,13,1,5,462,3,4000,1,100.111806
91568,13,99,3,6,9,13,1,5,999,3,99999999,2,100.1576517
91569,7,99,1,2,2,10,1,5,462,1,64000,5,100.111806
91570,10,99,3,6,9,13,1,5,999,3,14000,2,100.5223781
91571,11,99,1,1,1,5,1,5,999,1,11000,5,100.4279472
91572,88,99,1,3,3,10,1,5,999,1,83000,7,100.17917
91573,88,99,1,2,2,88,1,5,462,1,87000,88,100.111806
91574,11,8,1,3,3,8,3,2,933,1,200000,8,100.4811749
91575,9,99,3,6,9,5,1,5,462,3,99999999,3,100.111806
91576,10,99,3,6,9,2,1,5,462,3,26000,5,100.111806
91577,6,5,2,4,2,7,3,3,535,2,110000,8,100.4176077
91578,7,99,1,2,2,8,1,5,999,1,11000,5,100.4176077
91579,8,3,1,2,2,13,2,3,535,1,60000,2,100.4176077
91580,12,99,1,1,1,13,1,5,999,1,1,1,100.17917
91581,7,99,3,6,9,8,3,3,535,3,42000,8,100.4176077
91582,13,99,3,6,9,13,1,5,933,3,99999999,1,100.4811749
91583,11,99,3,7,9,10,1,5,999,3,57000,5,100.1576517
91584,12,99,1,1,1,13,1,5,999,1,99999999,2,100.4176077
91585,11,99,3,6,9,13,1,5,999,3,25000,2,100.4811749
91586,12,99,1,1,1,5,1,5,535,1,99999999,8,100.4176077
91587,9,99,1,2,2,8,1,8,999,1,97000,5,100.4811749
91588,7,6,1,2,2,13,3,2,535,1,99999999,2,100.4176077
91589,11,99,3,8,9,10,1,5,933,1,1000,5,100.4811749
91590,5,99,3,7,9,13,1,5,999,3,84000,2,100.4811749
91591,12,99,3,6,9,10,1,5,999,3,99999999,8,100.4176077
91592,7,2,1,2,2,8,2,5,933,1,93000,4,100.4811749
91593,7,99,1,1,1,7,1,5,462,1,63000,7,100.111806
91594,11,9,1,2,2,8,2,5,933,1,-1000,8,100.4811749
91595,88,2,1,2,2,7,2,5,825,1,79000,88,100.5951601
91596,88,88,3,7,9,88,8,8,535,3,38000,88,100.4176077
91597,8,99,1,2,2,1,1,5,999,1,53000,8,100.4176077
91598,7,99,1,2,2,1,1,5,999,1,58000,7,100.111806
91599,11,99,1,1,1,5,1,5,999,1,82000,7,100.4811749
91600,6,99,3,6,9,2,1,5,999,3,5000,5,100.111806
91601,6,99,3,6,9,10,1,5,999,3,10000,5,100.5951601
91602,12,99,3,6,9,10,1,5,999,3,99999999,5,100.4279472
91603,13,99,1,1,1,5,1,5,535,1,99999999,8,100.4176077
91604,12,99,3,6,9,10,1,5,999,3,99999999,5,100.4176077
91605,10,6,1,2,2,13,2,5,999,1,99999999,2,100.4176077
91606,9,99,1,1,1,4,1,5,835,1,120000,7,100.5951601
91607,12,99,3,6,9,13,1,5,535,3,77000,2,100.4176077
91608,12,99,3,6,9,13,1,5,535,3,99999999,2,100.4176077
91609,7,99,2,5,3,10,1,5,999,2,79000,3,100.111806
91610,8,99,2,2,2,5,1,5,999,2,130000,7,100.4176077
91611,7,99,1,3,3,10,1,5,999,1,4000,5,100.4176077
91612,11,7,3,6,9,13,2,5,933,3,3000,2,100.4811749
91613,11,99,1,2,2,8,1,5,999,1,43000,4,100.111806
91614,13,99,1,1,1,13,1,5,999,1,99999999,1,100.4176077
91615,8,99,1,2,2,3,1,5,999,1,110000,7,100.9644705
91616,8,99,1,1,1,4,1,5,535,1,130000,7,100.4176077
91617,88,99,1,3,3,13,1,5,462,2,56000,88,100.111806
91618,10,99,1,1,1,13,1,5,825,1,40000,2,100.5951601
91619,11,6,1,2,2,8,2,5,535,1,58000,5,100.4176077
91620,7,7,1,2,2,5,3,2,999,1,48000,8,99.97458425
91621,88,6,1,3,3,88,2,5,535,1,99999999,88,100.4176077
91622,10,99,1,1,1,4,1,5,462,1,110000,7,100.111806
91623,7,99,1,2,2,13,1,5,999,1,16000,2,100.111806
91624,7,99,1,3,3,13,1,5,999,1,24000,2,100.17917
91625,10,99,1,1,1,5,1,5,999,1,12000,5,100.4176077
91626,11,99,3,6,9,13,1,5,835,3,99999999,1,100.5951601
91627,11,99,3,6,9,13,1,5,999,3,6000,2,100.4176077
91628,88,99,1,3,3,13,1,5,999,1,99999999,88,100.4176077
91629,6,99,1,1,1,7,1,5,933,1,220000,7,100.4811749
91630,11,99,3,6,9,13,1,5,999,3,33000,2,100.4176077
91631,12,99,1,1,1,5,1,5,999,1,-3000,7,100.4176077
91632,11,99,1,1,1,1,1,5,999,1,100000,7,100.4176077
91633,11,99,1,2,2,13,1,5,535,1,100000,2,100.4176077
91634,13,8,1,1,1,13,2,3,462,1,99999999,2,100.111806
91635,7,6,1,2,2,10,3,3,999,1,64000,8,100.9644705
91636,10,99,1,1,1,4,1,5,825,1,72000,5,100.5951601
91637,9,99,3,6,9,13,1,5,835,3,160000,2,100.5951601
91638,12,99,1,1,1,13,1,5,999,1,99999999,1,100.111806
91639,13,99,3,6,9,13,1,5,835,3,99999999,1,100.5951601
91640,10,99,1,2,2,1,1,5,999,1,99999999,7,100.4811749
91641,7,99,3,6,9,5,1,5,933,3,190000,8,100.4811749
91642,12,99,1,1,1,13,1,5,999,1,99999999,1,100.111806
91643,11,99,1,1,1,13,1,5,999,1,19000,1,100.111806
91644,11,99,3,6,9,5,1,5,462,3,65000,4,100.111806
91645,11,99,3,6,9,13,1,5,999,3,99999999,1,100.4176077
91646,10,99,3,6,9,13,1,5,999,3,99999999,2,100.4176077
91647,5,99,3,6,9,13,1,5,999,3,91000,2,100.4176077
91648,11,99,3,6,9,13,1,5,999,3,22000,2,100.111806
91649,11,99,3,6,9,5,1,5,535,3,47000,7,100.4176077
91650,11,99,2,2,2,4,1,5,825,2,98000,88,100.5951601
91651,13,99,3,6,9,5,1,5,999,3,99999999,5,99.97458425
91652,5,2,1,1,1,88,2,8,999,1,96000,2,101.0980052
91653,8,1,1,2,2,10,2,5,999,1,110000,7,100.111806
91654,88,99,3,7,9,88,1,5,999,3,9000,88,100.4811749
91655,6,2,3,6,9,3,2,2,535,3,52000,8,100.4176077
91656,10,99,1,2,2,5,1,5,535,1,110000,3,100.4176077
91657,11,99,3,6,9,13,1,5,462,3,53000,2,100.111806
91658,13,4,3,6,9,13,2,5,999,3,99999999,1,100.4176077
91659,10,99,1,1,1,13,1,5,999,1,56000,2,100.1576517
91660,10,99,1,2,2,5,1,5,999,1,110000,5,100.5951601
91661,12,99,3,6,9,13,1,5,999,3,99999999,2,100.4811749
91662,10,99,1,2,2,8,1,5,933,1,130000,88,100.4811749
91663,11,1,1,2,2,13,2,2,933,1,18000,2,100.4811749
91664,9,99,3,6,9,13,1,5,999,3,-16000,1,100.4811749
91665,12,99,3,6,9,5,1,5,999,3,99999999,6,100.111806
91666,5,5,1,2,2,13,3,3,999,1,14000,2,100.4176077
91667,12,99,1,1,1,13,1,5,999,1,99999999,2,100.4176077
91668,10,99,1,2,2,5,1,5,999,1,99999999,7,100.4176077
91669,7,99,3,6,9,13,1,1,999,3,29000,2,100.4176077
91670,12,4,1,1,1,8,2,2,999,1,99999999,3,100.111806
91671,7,99,1,2,2,5,1,5,999,1,130000,8,100.4176077
91672,13,99,1,1,1,13,1,5,999,1,1000,1,100.4176077
91673,9,2,2,2,2,5,2,2,462,2,640593,8,100.111806
91674,9,99,1,3,3,1,1,5,999,1,86000,7,100.4811749
91675,12,99,3,6,9,13,1,5,999,3,99999999,1,99.97458425
91676,13,99,3,6,9,13,1,5,999,3,99999999,2,100.4811749
91677,10,99,3,6,9,13,1,5,462,3,35000,2,100.111806
91678,11,99,3,7,9,4,1,5,462,3,58000,7,100.111806
91679,11,99,1,1,1,4,1,5,999,1,27000,7,100.4176077
91680,10,5,3,6,9,4,2,5,999,3,140000,7,100.4176077
91681,12,99,3,6,9,13,1,5,462,3,99999999,2,100.111806
91682,11,99,1,2,2,9,1,5,999,1,24000,5,100.111806
91683,12,8,1,3,3,1,2,4,535,1,23000,6,100.4176077
91684,7,6,1,2,2,7,2,3,999,1,110000,8,100.4176077
91685,13,99,3,6,9,10,1,1,999,3,99999999,6,100.4811749
91686,11,99,3,6,9,13,1,5,999,3,1000,2,100.4279472
91687,6,99,3,6,9,5,1,5,462,3,31000,3,100.111806
91688,13,99,3,6,9,8,1,5,999,3,99999999,5,99.97458425
91689,7,1,1,2,2,13,2,3,462,1,99999999,2,100.111806
91690,9,99,3,6,9,13,1,5,835,3,99999999,1,100.5951601
91691,12,99,3,6,9,13,1,5,999,3,99999999,2,100.4176077
91692,10,2,1,2,2,2,2,3,933,1,54000,88,100.4811749
91693,13,5,3,6,9,6,2,5,535,3,-5000,8,100.4176077
91694,11,99,3,6,9,13,1,5,462,3,10000,2,100.111806
91695,88,7,2,2,2,13,3,4,999,2,9000,2,100.4176077
91696,4,99,3,6,9,13,1,5,933,3,17000,2,100.4811749
91697,12,4,3,6,9,13,2,5,999,3,99999999,2,100.4176077
91698,11,99,1,3,3,5,1,5,999,1,36000,5,100.4811749
91699,4,99,3,6,9,5,1,5,999,3,58000,5,100.5951601
91700,13,99,3,6,9,13,1,2,462,3,99999999,2,100.111806
91701,12,99,3,6,9,13,1,5,999,3,99999999,1,100.4176077
91702,6,99,3,6,9,13,1,5,999,3,69000,1,100.4176077
91703,10,6,1,2,2,6,2,5,999,1,68000,7,100.4176077
91704,13,2,3,6,9,5,3,2,462,3,99999999,4,100.111806
91705,5,99,1,2,2,8,1,5,825,1,5000,5,100.5951601
91706,11,4,3,6,9,8,2,5,999,3,15000,8,100.4176077
91707,12,99,3,6,9,5,1,5,462,3,1,7,100.111806
91708,11,99,1,3,3,13,1,5,999,1,99999999,1,100.17917
91709,12,99,1,3,3,1,1,5,825,1,44000,8,100.5951601
91710,12,99,1,2,2,1,1,3,462,1,14000,5,100.111806
91711,6,5,3,8,9,88,3,3,933,1,85000,7,100.4811749
91712,6,99,1,2,2,13,1,5,999,1,61000,1,100.111806
91713,12,99,1,1,1,10,1,5,535,2,99999999,8,100.4176077
91714,13,99,3,6,9,13,1,5,999,3,99999999,1,100.9644705
91715,13,4,3,6,9,13,2,5,999,3,99999999,2,100.4176077
91716,12,99,3,6,9,3,1,5,535,3,99999999,7,100.4176077
91717,5,99,3,6,9,1,1,5,999,3,58000,7,100.4176077
91718,12,10,1,3,3,13,3,3,535,1,99999999,1,100.4176077
91719,12,99,3,6,9,4,1,5,462,3,99999999,8,100.111806
91720,11,99,1,2,2,8,1,5,825,1,170000,4,100.5951601
91721,11,2,1,2,2,8,2,5,999,1,99999999,8,100.4176077
91722,12,8,1,2,2,13,2,5,535,1,99999999,2,100.4176077
91723,12,4,3,6,9,8,2,4,535,3,99999999,5,100.4176077
91724,88,99,1,3,3,88,1,5,999,1,76000,88,100.4176077
91725,5,1,1,1,1,4,2,5,535,1,85000,7,100.4176077
91726,11,99,3,6,9,2,1,5,535,3,120000,8,100.4176077
91727,11,1,1,2,2,8,2,8,535,1,140000,88,100.4176077
91728,7,99,2,2,2,8,1,5,535,2,100000,8,100.4176077
91729,13,9,3,6,9,13,2,5,933,3,99999999,2,100.4811749
91730,12,99,1,3,3,10,1,5,999,1,99999999,7,100.111806
91731,13,99,1,1,1,13,1,5,999,1,99999999,1,100.4176077
91732,8,99,1,2,2,7,1,5,999,1,50000,5,100.111806
91733,8,3,3,6,9,4,2,5,933,3,99999999,7,100.4811749
91734,6,99,2,2,2,8,1,5,999,2,59000,5,100.4811749
91735,8,99,1,1,1,13,1,5,999,1,24000,2,100.17917
91736,13,99,1,1,1,13,1,5,999,1,99999999,1,100.111806
91737,11,4,1,2,2,13,2,5,835,1,99999999,2,100.5951601
91738,11,99,2,2,2,11,1,5,825,2,190000,8,100.5951601
91739,12,5,2,5,3,13,2,4,535,2,99999999,2,100.4176077
91740,6,99,1,1,1,10,1,5,825,1,84000,6,100.5951601
91741,12,99,1,1,1,9,1,5,999,1,61000,6,100.9644705
91742,8,99,3,6,9,6,1,5,835,3,91000,7,100.5951601
91743,10,99,3,6,9,5,1,5,999,3,29000,7,100.4176077
91744,13,8,3,6,9,13,2,5,462,3,99999999,2,100.111806
91745,5,99,3,6,9,13,1,5,462,3,59000,2,100.111806
91746,11,99,1,1,1,1,1,5,999,1,84000,6,100.4811749
91747,8,3,1,2,2,7,2,5,933,1,85000,7,100.4811749
91748,9,99,1,2,2,8,1,5,999,1,-2000,88,100.4811749
91749,11,99,3,6,9,13,3,3,535,3,99999999,2,100.4176077
91750,8,99,1,1,1,4,1,5,999,1,99999999,8,100.4176077
91751,10,7,1,3,3,88,3,3,999,1,11000,88,100.17917
91752,13,88,1,1,1,13,8,8,999,1,99999999,2,101.0980052
91753,12,99,1,1,1,3,1,2,535,1,140000,8,100.4176077
91754,6,99,3,6,9,13,1,5,999,3,64000,2,100.111806
91755,11,99,3,6,9,13,1,5,835,3,7000,1,100.5951601
91756,13,5,1,3,3,10,2,5,999,1,4000,8,100.5951601
91757,11,99,3,6,9,13,1,5,999,3,99999999,1,100.4176077
91758,13,99,1,1,1,13,1,5,999,1,-2000,1,100.111806
91759,11,99,3,6,9,8,1,5,825,3,59000,5,100.5951601
91760,7,99,1,2,2,13,1,5,999,1,28000,2,100.4176077
91761,13,99,2,1,1,13,1,5,999,2,40000,2,100.111806
91762,12,99,1,1,1,5,1,5,999,1,99999999,5,100.111806
91763,10,9,1,1,1,10,3,3,999,1,100000,7,101.0980052
91764,10,99,1,3,3,6,1,5,999,1,95000,7,100.4811749
91765,13,99,3,6,9,13,1,5,999,3,99999999,2,100.4176077
91766,5,99,3,7,9,4,1,5,999,3,89000,5,100.1576517
91767,12,99,1,1,1,13,1,5,999,1,99999999,2,100.1576517
91768,13,99,1,1,1,13,1,5,999,1,99999999,1,100.111806
91769,11,99,1,1,1,9,1,5,999,1,35000,5,100.111806
91770,8,99,3,7,9,13,1,5,999,3,110000,2,100.4176077
91771,11,99,1,1,1,8,1,5,933,1,310000,4,100.4811749
91772,12,99,3,6,9,13,1,5,999,3,2000,2,100.4811749
91773,11,99,3,6,9,13,1,5,835,3,99999999,2,100.5951601
91774,12,99,1,1,1,5,1,5,999,1,1,6,100.4176077
91775,10,99,1,3,3,4,1,5,999,1,51000,7,100.4176077
91776,8,99,2,2,2,2,1,5,535,2,190000,7,100.4176077
91777,12,99,1,1,1,10,1,5,999,1,99999999,5,100.111806
91778,4,99,3,6,9,13,1,5,999,3,1,2,100.4811749
91779,88,5,1,2,2,2,2,8,999,1,23000,88,100.4176077
91780,5,1,3,6,9,5,2,3,933,3,34000,7,100.4811749
91781,11,99,1,3,3,7,1,5,999,1,81000,5,100.4176077
91782,10,99,1,2,2,11,1,5,999,1,57000,88,100.4176077
91783,7,5,1,2,2,5,3,3,933,1,1,8,100.4811749
91784,11,99,1,1,1,10,1,5,999,1,16000,5,100.4811749
91785,8,99,1,2,2,8,1,5,933,1,240000,5,100.4811749
91786,11,99,3,6,9,1,1,5,999,3,8000,5,100.111806
91787,9,99,3,6,9,6,1,5,933,3,55000,7,100.4811749
91788,11,6,1,2,2,8,2,5,933,1,5000,8,100.4811749
91789,10,5,1,2,2,10,2,4,462,1,87000,7,100.111806
91790,12,2,3,6,9,13,2,2,535,3,99999999,1,100.4176077
91791,13,99,3,6,9,5,1,5,999,3,99999999,5,100.4176077
91792,7,99,1,2,2,10,1,5,835,1,120000,7,100.5951601
91793,7,7,1,2,2,8,3,3,999,1,99999999,88,100.4176077
91794,10,7,1,3,3,10,2,3,535,1,38000,5,100.4176077
91795,9,99,1,3,3,6,1,5,535,1,99999999,7,100.4176077
91796,11,99,3,6,9,1,1,5,999,3,16000,7,100.9644705
91797,6,1,1,2,2,8,2,5,535,1,51000,5,100.4176077
91798,12,99,3,6,9,13,1,5,999,3,99999999,2,100.111806
91799,8,99,1,2,2,11,1,5,999,1,21000,3,100.111806
91800,11,99,1,1,1,10,1,5,999,1,1,5,99.97458425
91801,5,99,1,1,1,88,1,5,999,1,38000,8,100.5951601
91802,11,99,1,1,1,5,1,5,999,1,17000,5,100.4176077
91803,9,99,3,6,9,5,1,5,462,3,99999999,8,100.111806
91804,12,99,1,1,1,13,1,5,999,1,99999999,2,100.111806
91805,10,99,1,3,3,3,1,5,535,1,10000,7,100.4176077
91806,12,99,3,6,9,13,1,5,999,3,99999999,2,100.9644705
91807,11,99,3,6,9,10,1,5,999,3,20000,3,100.4811749
91808,88,99,1,2,2,13,1,5,999,1,110000,88,100.4279472
91809,7,5,1,2,2,5,2,2,535,1,99999999,5,100.4176077
91810,9,99,1,3,3,5,1,5,535,1,110000,7,100.4176077
91811,9,99,3,6,9,7,1,5,535,3,130000,7,100.4176077
91812,5,99,3,6,9,1,1,5,999,3,52000,8,100.4176077
91813,11,99,3,6,9,5,1,5,999,3,87000,8,100.1576517
91814,6,99,1,3,3,1,1,5,999,1,9000,7,100.111806
91815,13,7,3,6,9,13,3,2,535,3,99999999,1,100.4176077
91816,12,99,1,1,1,13,1,5,999,1,99999999,1,100.1576517
91817,9,99,1,3,3,5,1,5,999,1,51000,5,100.4176077
91818,12,99,3,6,9,8,1,5,933,3,1,4,100.4811749
91819,9,7,1,2,2,8,3,3,462,1,97000,7,100.111806
91820,6,3,1,2,2,5,2,5,933,1,80000,7,100.4811749
91821,6,99,1,1,1,6,1,5,999,1,140000,7,100.4176077
91822,6,5,3,6,9,5,3,3,535,3,29000,8,100.4176077
91823,10,88,1,2,2,5,8,8,535,1,110000,88,100.4176077
91824,8,99,1,3,3,5,1,5,462,1,77000,7,100.111806
91825,12,99,3,8,9,4,1,5,999,1,1,7,101.0980052
91826,12,99,1,3,3,13,1,5,999,1,99999999,2,100.5951601
91827,13,99,3,6,9,13,1,5,999,3,99999999,2,100.17917
91828,8,99,1,3,3,1,1,5,999,1,31000,7,100.111806
91829,11,99,1,2,2,10,1,5,835,1,74000,5,100.5951601
91830,4,99,3,8,9,13,1,5,535,1,8000,2,100.4176077
91831,12,6,3,8,9,13,2,4,462,1,99999999,2,100.111806
91832,5,99,3,8,9,1,1,3,999,1,52000,8,100.111806
91833,13,99,1,1,1,8,1,5,999,1,99999999,3,100.111806
91834,10,4,2,5,3,13,2,5,535,2,39000,2,100.4176077
91835,10,99,1,3,3,4,1,5,999,1,86000,5,100.4176077
91836,10,99,1,2,2,4,1,2,933,1,336106,7,100.4811749
91837,13,99,1,1,1,13,1,5,933,1,99999999,2,100.4811749
91838,5,99,3,6,9,13,1,5,999,3,19000,2,100.4176077
91839,11,99,3,6,9,13,1,5,462,3,49000,2,100.111806
91840,7,99,3,6,9,5,1,5,933,3,11000,8,100.4811749
91841,12,99,3,7,9,13,1,5,999,3,-1000,2,100.9644705
91842,12,5,1,2,2,10,2,5,535,1,60000,7,100.4176077
91843,11,99,1,2,2,8,1,5,999,1,1000,5,100.17917
91844,10,4,1,2,2,8,2,4,535,1,57000,88,100.4176077
91845,12,99,1,1,1,13,1,5,999,1,99999999,1,100.4176077
91846,11,5,1,2,2,5,2,2,535,1,949122,7,100.4176077
91847,8,7,1,2,2,7,2,2,462,1,99999999,8,100.111806
91848,8,3,1,2,2,6,2,3,933,1,92000,7,100.4811749
91849,13,99,3,6,9,13,1,5,999,3,99999999,1,100.9644705
91850,13,99,3,6,9,8,1,5,999,3,-2000,4,100.4279472
91851,12,1,3,6,9,13,2,4,999,3,45000,2,100.4176077
91852,11,99,1,1,1,8,1,5,999,1,92000,3,100.4811749
91853,10,99,3,6,9,6,1,5,462,3,140000,8,100.111806
91854,9,99,1,2,2,3,1,5,933,1,99999999,8,100.4811749
91855,5,1,1,1,1,6,2,5,535,1,5000,7,100.4176077
91856,10,99,1,2,2,13,1,5,462,1,10000,2,100.111806
91857,13,99,1,1,1,6,1,5,999,1,99999999,8,100.111806
91858,11,99,1,3,3,10,1,5,999,1,83000,6,100.9644705
91859,10,99,1,1,1,4,1,5,999,1,90000,7,100.4176077
91860,12,99,3,6,9,13,1,5,999,3,99999999,2,100.111806
91861,12,7,1,1,1,13,2,5,999,2,25000,88,100.4811749
91862,7,99,2,2,2,13,1,5,933,2,170000,2,100.4811749
91863,8,99,3,6,9,9,1,5,999,3,51000,5,100.111806
91864,12,99,3,6,9,5,1,5,999,3,99999999,5,100.111806
91865,8,99,1,2,2,8,1,5,999,1,52000,7,100.4176077
91866,13,99,1,2,2,1,1,5,933,1,99999999,8,100.4811749
91867,12,99,1,3,3,5,1,5,462,1,99999999,5,100.111806
91868,12,99,3,6,9,13,1,5,999,3,46000,2,100.4279472
91869,10,99,1,1,1,9,1,5,999,1,70000,5,100.1576517
91870,9,5,1,2,2,6,2,2,999,1,56000,7,100.4176077
91871,4,99,3,6,9,13,3,3,999,3,99999999,2,100.4176077
91872,88,5,1,2,2,8,3,3,462,1,23000,88,100.111806
91873,12,99,3,6,9,7,1,5,999,3,99999999,7,100.4176077
91874,11,99,1,3,3,5,1,5,999,1,34000,8,99.97458425
91875,7,99,1,2,2,13,1,5,999,1,100000,2,100.4176077
91876,9,99,1,3,3,13,1,5,535,1,1000,2,100.4176077
91877,9,99,1,2,2,13,1,5,999,1,50000,2,100.5951601
91878,11,99,3,7,9,1,1,5,535,3,48000,7,100.4176077
91879,11,3,2,1,1,5,2,5,999,2,43000,5,100.4176077
91880,12,88,3,8,9,5,8,8,535,2,99999999,88,100.4176077
91881,4,99,3,7,9,13,3,3,462,3,2000,2,100.111806
91882,88,99,3,7,9,3,3,4,999,3,99999999,88,100.111806
91883,12,8,1,1,1,13,2,2,462,1,99999999,1,100.111806
91884,12,99,1,1,1,6,1,5,999,1,130000,6,100.4176077
91885,11,99,1,2,2,11,1,5,999,1,52000,4,100.111806
91886,12,99,1,1,1,13,1,5,999,1,99999999,2,100.111806
91887,10,99,2,1,1,9,1,5,999,2,44000,5,100.111806
91888,5,99,1,1,1,13,1,5,999,1,99999999,1,100.4176077
91889,8,99,3,6,9,4,1,5,999,3,35000,7,100.1576517
91890,11,99,1,1,1,2,1,5,999,1,18000,5,100.111806
91891,10,99,3,6,9,4,1,5,999,3,49000,8,100.111806
91892,6,6,3,6,9,5,3,3,999,3,99000,8,100.4279472
91893,9,99,1,3,3,13,1,5,999,1,10000,1,100.4176077
91894,13,99,1,1,1,5,1,5,462,1,99999999,7,100.111806
91895,11,99,1,3,3,5,1,5,835,1,230000,8,100.5951601
91896,11,99,3,6,9,13,1,5,999,3,99999999,2,100.4176077
91897,88,7,1,2,2,8,2,5,999,1,94000,88,100.9644705
91898,8,88,1,2,2,4,8,8,462,1,62000,88,100.111806
91899,9,9,3,6,9,13,3,4,462,3,14000,2,100.111806
91900,9,3,1,2,2,13,2,3,999,1,10000,88,100.4176077
91901,5,99,1,1,1,13,1,5,999,1,110000,2,100.4176077
91902,9,99,1,2,2,8,1,5,999,1,73000,88,99.97458425
91903,12,8,1,3,3,13,2,3,933,1,44000,2,100.4811749
91904,13,5,1,1,1,13,2,2,999,1,99999999,1,100.4176077
91905,12,99,1,1,1,8,1,5,999,1,18000,5,100.4176077
91906,8,99,3,7,9,9,1,5,999,3,110000,5,100.4811749
91907,11,99,1,1,1,3,1,5,999,1,100000,8,100.5951601
91908,13,99,3,6,9,13,1,5,999,3,99999999,2,100.1576517
91909,10,99,1,1,1,5,1,5,999,1,120000,6,100.111806
91910,11,8,3,6,9,8,2,3,462,3,99999999,3,100.111806
91911,6,1,1,2,2,13,2,5,535,1,11000,2,100.4176077
91912,4,99,1,1,1,88,1,5,999,1,17000,7,100.4811749
91913,5,99,3,6,9,4,1,5,933,3,130000,7,100.4811749
91914,13,99,3,6,9,4,1,5,462,3,1,5,100.111806
91915,12,99,3,6,9,13,1,5,999,3,99999999,2,100.111806
91916,11,99,1,2,2,11,1,5,999,1,-24000,5,100.4176077
91917,9,99,1,1,1,13,1,5,999,1,12000,2,100.111806
91918,12,1,1,2,2,5,2,5,535,1,-30000,8,100.4176077
91919,5,2,1,2,2,8,2,4,999,1,32000,5,100.9644705
91920,11,99,1,1,1,8,1,5,999,1,40000,3,99.97458425
91921,6,99,1,2,2,6,1,5,999,1,140000,88,100.4176077
91922,10,99,3,6,9,8,1,5,999,3,23000,7,100.4811749
91923,9,99,3,7,9,5,1,5,535,3,97000,5,100.4176077
91924,12,12,1,3,3,5,3,3,999,1,16000,7,100.4176077
91925,8,99,1,2,2,4,1,5,999,1,57000,7,100.4176077
91926,9,7,3,8,9,5,2,4,462,2,23000,5,100.111806
91927,11,8,1,3,3,5,2,2,999,1,63000,7,100.4176077
91928,13,99,1,1,1,13,1,5,999,1,99999999,1,100.4176077
91929,4,99,3,6,9,5,1,5,999,3,60000,7,100.4176077
91930,6,99,1,2,2,8,1,5,999,1,80000,5,100.5951601
91931,11,99,3,6,9,5,1,5,462,3,190000,7,100.111806
91932,12,99,1,1,1,13,1,5,999,1,99999999,1,100.111806
91933,13,99,1,1,1,13,1,5,999,1,99999999,1,100.111806
