GeoUID,Region Name,Population,share_lim_at,share_homeowner,share_burden,share_immigrant,share_university
48865,Wetaskiwin (D),12594,12.8,0.6335583413693346,22.9126213592233,6.1081304168386295,12.410986775178026
59905,Cranbrook (D),27040,8.5,0.7764602547211242,14.26678445229682,4.1642897889332575,14.830603544985417
59907,Nelson (D),19119,11.2,0.7189888300999412,20.98108747044917,6.67913438418381,30.289809909629167
59910,Trail (D),14268,9.3,0.7572964669738863,12.076923076923077,3.354978354978355,12.994112699747687
59913,Penticton (D),47380,11.5,0.6869009584664537,24.280230326295584,3.6290759397681724,17.341040462427745
59915,Kelowna (B),222162,9.5,0.7073196586632745,25.579531795546906,6.099988559661366,22.424387518952997
59918,Vernon (D),67086,10,0.7284595300261096,22.132532382203866,4.071947952544967,18.05543177969878
59920,Salmon Arm (D),19705,10.8,0.7766281192939745,18.06775407779172,3.175443238952104,18.47927703334372
59925,Kamloops (B),114142,8.7,0.7229299363057324,18.496724769623626,5.314577773757294,19.54919346223694
59930,Chilliwack (B),113767,10.4,0.7438584629254,20.868605079131395,4.446038006453926,15.058423391299577
59932,Abbotsford - Mission (B),195726,8.3,0.7045773866745545,23.50060277275467,11.662285610181401,17.859296163488086
59933,Vancouver (B),2642825,11.1,0.6209695970555534,29.75005080268238,16.35893924660963,35.22825381914156
59934,Squamish (D),24232,6.3,0.6946236559139785,25.382096069868997,10.144020037570444,34.13189077794951
59935,Victoria (B),397237,8.9,0.6197318549527635,26.0163773715472,7.17816047571241,33.61880250857887
59936,Ladysmith (D),15501,11.1,0.8018504240555128,17.1875,2.3301608139153265,18.723729461215132
59937,Duncan (D),47582,11.4,0.7415730337078652,19.429916317991633,3.7041025088833854,17.448476419269188
59938,Nanaimo (B),115459,10.7,0.6860182370820669,23.405782243182284,5.653411618183435,22.561166059344092
59939,Parksville (D),31054,9.8,0.8151032847951236,19.22554347826087,3.081792437114776,20.982468955441927
59940,Port Alberni (D),25786,13.6,0.7348420153714774,19.26283457656867,2.10795902285264,11.106011932078935
59943,Courtenay (D),63282,10.3,0.760723147819922,20.42933810375671,3.6837014347896178,22.919202321879975
59944,Campbell River (D),40704,10.1,0.7329931972789115,20.934959349593495,3.04282494365139,14.753857457751653
59945,Powell River (D),17825,13,0.7649572649572649,19.41031941031941,3.378184941311194,15.74286651361102
59950,Williams Lake (D),23608,11.8,0.7341961174713788,12.421052631578947,3.364045425326762,12.30967741935484
59952,Quesnel (D),23113,13.4,0.750492125984252,12.5948406676783,2.467248908296943,10.337662337662337
59955,Prince Rupert (D),13442,10.9,0.6354545454545455,14.502369668246445,6.015037593984962,15.145985401459853
59965,Terrace (D),19606,9.5,0.7330850403476101,14.515093127809891,4.305484366991286,16.556914393226716
59970,Prince George (K),89490,8.6,0.7116847826086956,14.89041095890411,4.8854006711027695,17.452474092375265
59975,Dawson Creek (D),17878,10.9,0.6759443339960238,17.068134893324157,6.501726121979287,11.907308377896614
59977,Fort St. John (D),28729,7.8,0.641224665804226,16.079965232507604,8.195568061906437,14.621585311240484
60990,Whitehorse (D),31913,6.1,0.6788016685627607,16.920731707317074,8.593252705283259,30.401234567901234
61995,Yellowknife (D),20340,4.3,0.5684840425531915,15.768463073852296,7.609241587142139,32.193732193732195
