HH_ID,CMA,MODE,PWDUR,WEIGHT
1,999,2,1,100.417607740762
2,999,2,2,100.111805957177
3,933,2,1,100.481174883465
4,535,2,2,100.417607740762
5,462,2,2,100.111805957177
6,535,9,9,100.417607740762
7,999,2,5,100.111805957177
8,999,9,9,100.111805957177
9,999,9,9,100.15765171502
10,999,9,9,100.417607740762
11,933,6,5,100.481174883465
12,462,2,3,100.111805957177
13,535,2,2,100.417607740762
14,999,2,2,100.417607740762
15,999,2,1,100.417607740762
16,825,9,9,100.595160125175
17,999,9,9,100.15765171502
18,999,9,9,100.417607740762
19,999,2,1,100.42794720071
20,535,2,2,100.417607740762
21,825,2,5,100.595160125175
22,535,9,9,100.417607740762
23,535,6,5,100.417607740762
24,535,9,9,100.417607740762
25,835,9,9,100.595160125175
26,999,9,9,99.9745842484901
27,933,9,9,100.481174883465
28,462,9,9,100.111805957177
29,999,9,9,100.417607740762
30,462,6,2,100.111805957177
31,999,9,9,100.417607740762
32,535,9,9,100.417607740762
33,462,9,9,100.111805957177
34,999,2,5,100.42794720071
35,999,9,9,100.417607740762
36,999,9,9,100.179169992005
37,999,2,3,100.595160125175
38,999,2,2,100.417607740762
39,535,9,9,100.417607740762
40,535,9,9,100.417607740762
41,999,2,1,101.098005203819
42,535,9,9,100.417607740762
43,999,9,9,100.481174883465
44,999,2,1,100.417607740762
45,999,9,9,100.15765171502
46,825,9,9,100.595160125175
47,535,9,9,100.417607740762
48,535,9,9,100.417607740762
49,999,9,9,100.481174883465
50,462,9,9,100.111805957177
51,535,2,2,100.417607740762
52,999,2,3,100.964470533697
53,825,9,9,100.595160125175
54,999,9,9,100.417607740762
55,999,9,9,100.111805957177
56,999,2,1,100.481174883465
57,462,9,8,100.111805957177
58,999,2,3,100.111805957177
59,535,9,9,100.417607740762
60,825,9,9,100.595160125175
61,535,9,9,100.417607740762
62,999,9,9,100.417607740762
63,535,9,9,100.417607740762
64,999,9,9,100.42794720071
65,999,9,9,100.481174883465
66,825,9,9,100.595160125175
67,825,4,1,100.595160125175
68,999,9,9,100.964470533697
69,999,2,3,100.417607740762
70,933,9,9,100.481174883465
71,999,9,9,100.417607740762
72,933,2,2,100.481174883465
73,999,2,8,100.964470533697
74,462,9,9,100.111805957177
75,999,9,9,100.111805957177
76,535,9,9,100.417607740762
77,462,9,9,100.111805957177
78,999,9,9,100.15765171502
79,999,2,3,100.111805957177
80,999,9,9,100.417607740762
81,999,9,9,100.179169992005
82,999,9,9,100.111805957177
83,999,7,1,100.111805957177
84,999,9,9,100.417607740762
85,462,9,9,100.111805957177
86,999,9,9,100.417607740762
87,999,2,1,100.417607740762
88,999,9,9,100.595160125175
89,933,6,4,100.481174883465
90,933,9,9,100.481174883465
91,999,9,9,100.417607740762
92,999,5,2,100.417607740762
93,999,2,3,100.417607740762
94,999,9,9,100.964470533697
95,999,9,9,100.417607740762
96,933,7,3,100.481174883465
97,462,2,2,100.111805957177
98,462,9,9,100.111805957177
99,999,9,9,100.417607740762
100,999,9,9,100.179169992005
101,999,9,9,100.179169992005
102,999,9,9,100.417607740762
103,535,9,9,100.417607740762
104,825,9,9,100.595160125175
105,999,2,2,100.111805957177
106,462,9,9,100.111805957177
107,535,9,9,100.417607740762
108,999,2,3,100.595160125175
109,999,2,2,100.481174883465
110,535,4,1,100.417607740762
111,535,9,9,100.417607740762
112,535,9,9,100.417607740762
113,535,9,9,100.417607740762
114,535,2,4,100.417607740762
115,933,6,5,100.481174883465
116,462,7,1,100.111805957177
117,999,9,9,99.9745842484901
118,999,9,9,100.417607740762
119,999,2,2,100.111805957177
120,999,9,9,100.417607740762
121,999,9,9,100.42794720071
122,933,2,3,100.481174883465
123,999,9,9,100.417607740762
124,999,2,4,100.417607740762
125,999,4,1,100.481174883465
126,462,9,9,100.111805957177
127,999,2,1,100.111805957177
128,999,9,9,100.417607740762
129,535,9,9,100.417607740762
130,999,9,9,100.481174883465
131,535,9,9,100.417607740762
132,999,9,9,100.481174883465
133,535,9,9,100.417607740762
134,999,9,9,99.9745842484901
135,933,2,1,100.481174883465
136,835,5,5,100.595160125175
137,999,9,9,100.417607740762
138,999,9,9,100.111805957177
139,999,9,9,100.595160125175
140,999,9,9,100.417607740762
141,535,9,9,100.417607740762
142,825,9,9,100.595160125175
143,999,9,9,100.417607740762
144,999,9,9,100.111805957177
145,999,9,9,100.417607740762
146,535,6,5,100.417607740762
147,999,2,2,100.417607740762
148,999,9,9,100.417607740762
149,535,9,9,100.417607740762
150,999,2,2,100.111805957177
151,835,2,3,100.595160125175
152,535,9,9,100.417607740762
153,999,2,3,100.417607740762
154,535,6,5,100.417607740762
155,999,9,9,100.481174883465
156,999,2,2,100.417607740762
157,535,2,3,100.417607740762
158,535,2,3,100.417607740762
159,825,9,9,100.595160125175
160,999,2,1,100.595160125175
161,535,2,2,100.417607740762
162,535,6,4,100.417607740762
163,999,9,8,100.964470533697
164,999,2,1,100.417607740762
165,999,2,2,100.481174883465
166,999,2,1,100.481174883465
167,933,9,9,100.481174883465
168,462,6,5,100.111805957177
169,999,2,3,100.964470533697
170,825,9,9,100.595160125175
171,535,9,9,100.417607740762
172,462,6,3,100.111805957177
173,462,2,4,100.111805957177
174,999,9,9,100.481174883465
175,835,9,9,100.595160125175
176,999,2,2,100.111805957177
177,999,9,9,100.111805957177
178,999,2,4,100.417607740762
179,999,2,1,100.595160125175
180,462,2,2,100.111805957177
181,999,9,9,100.417607740762
182,535,2,3,100.417607740762
183,933,9,9,100.481174883465
184,999,9,9,100.111805957177
185,999,9,9,100.481174883465
186,999,2,2,100.481174883465
187,462,9,9,100.111805957177
188,462,9,9,100.111805957177
189,999,2,1,100.417607740762
190,462,9,9,100.111805957177
191,999,7,1,100.964470533697
192,999,2,1,100.111805957177
193,535,9,9,100.417607740762
194,999,4,1,100.42794720071
195,999,9,9,100.111805957177
196,999,9,9,100.417607740762
197,999,9,9,100.964470533697
198,999,9,9,100.417607740762
199,999,2,4,100.481174883465
200,933,9,9,100.481174883465
201,999,2,3,100.111805957177
202,835,7,2,100.595160125175
203,999,9,9,100.481174883465
204,825,9,9,100.595160125175
205,535,9,9,100.417607740762
206,999,2,2,100.417607740762
207,462,9,9,100.111805957177
208,999,9,9,100.417607740762
209,999,9,9,100.417607740762
210,999,2,3,100.111805957177
211,462,2,3,100.111805957177
212,999,9,9,100.417607740762
213,999,9,9,100.111805957177
214,933,9,9,100.481174883465
215,535,9,9,100.417607740762
216,999,2,1,100.595160125175
217,462,9,9,100.111805957177
218,999,9,9,100.417607740762
219,999,2,1,100.595160125175
220,999,9,9,100.595160125175
221,462,9,9,100.111805957177
222,825,2,8,100.595160125175
223,999,2,2,100.417607740762
224,999,1,2,100.111805957177
225,835,2,1,100.595160125175
226,999,2,1,99.9745842484901
227,999,2,2,100.417607740762
228,535,2,2,100.417607740762
229,999,2,2,100.481174883465
230,825,2,2,100.595160125175
231,999,2,2,101.098005203819
232,933,9,9,100.481174883465
233,835,4,1,100.595160125175
234,999,9,9,100.522378089514
235,825,2,3,100.595160125175
236,999,9,9,100.15765171502
237,933,2,1,100.481174883465
238,462,7,2,100.111805957177
239,999,9,9,100.417607740762
240,462,9,9,100.111805957177
241,999,2,2,100.417607740762
242,999,9,9,100.111805957177
243,462,9,9,100.111805957177
244,999,2,1,100.595160125175
245,535,9,9,100.417607740762
246,535,9,9,100.417607740762
247,999,9,9,100.417607740762
248,999,2,1,100.522378089514
249,462,6,3,100.111805957177
250,999,9,9,100.42794720071
251,999,6,2,100.481174883465
252,825,9,9,100.595160125175
253,825,9,9,100.595160125175
254,535,2,3,100.417607740762
255,999,2,2,100.111805957177
256,999,4,1,100.417607740762
257,999,2,1,100.481174883465
258,999,9,9,100.111805957177
259,999,9,9,100.417607740762
260,462,2,2,100.111805957177
261,999,2,3,100.111805957177
262,462,2,2,100.111805957177
263,535,9,9,100.417607740762
264,825,2,3,100.595160125175
265,999,5,5,99.9745842484901
266,933,2,2,100.481174883465
267,999,9,9,99.9745842484901
268,999,2,3,100.481174883465
269,535,9,9,100.417607740762
270,999,2,5,100.481174883465
271,462,5,8,100.111805957177
272,999,2,2,100.179169992005
273,999,2,8,100.111805957177
274,999,9,9,100.417607740762
275,999,9,9,100.417607740762
276,535,2,3,100.417607740762
277,999,2,1,100.481174883465
278,999,9,9,100.111805957177
279,999,9,9,100.417607740762
280,535,9,8,100.417607740762
281,933,9,9,100.481174883465
282,462,6,4,100.111805957177
283,999,9,9,100.111805957177
284,835,2,2,100.595160125175
285,999,9,9,100.111805957177
286,999,9,9,100.111805957177
287,999,9,9,100.111805957177
288,999,9,9,100.111805957177
289,999,9,9,100.417607740762
290,999,9,9,99.9745842484901
291,999,9,9,100.417607740762
292,999,9,9,100.111805957177
293,825,9,9,100.595160125175
294,999,2,2,100.522378089514
295,835,2,2,100.595160125175
296,999,2,1,100.111805957177
297,462,9,9,100.111805957177
298,535,2,2,100.417607740762
299,933,9,9,100.481174883465
300,999,9,9,100.595160125175
301,535,9,9,100.417607740762
302,462,3,2,100.111805957177
303,999,5,2,100.417607740762
304,462,2,2,100.111805957177
305,999,9,9,100.417607740762
306,999,2,2,100.111805957177
307,535,9,9,100.417607740762
308,535,9,9,100.417607740762
309,999,9,9,100.417607740762
310,999,2,5,99.9745842484901
311,999,9,9,100.481174883465
312,999,9,9,100.522378089514
313,999,1,2,100.481174883465
314,999,9,9,100.111805957177
315,535,9,9,100.417607740762
316,462,9,9,100.111805957177
317,999,9,9,100.417607740762
318,999,2,1,100.111805957177
319,933,9,9,100.481174883465
320,999,7,1,100.111805957177
321,999,9,9,100.417607740762
322,999,9,9,100.111805957177
323,999,2,1,100.964470533697
324,933,9,9,100.481174883465
325,999,9,9,100.595160125175
326,999,9,9,100.417607740762
327,999,9,9,99.9745842484901
328,999,9,9,100.417607740762
329,999,2,3,100.481174883465
330,535,2,1,100.417607740762
331,462,2,3,100.111805957177
332,933,2,2,100.481174883465
333,999,9,9,100.595160125175
334,462,9,9,100.111805957177
335,462,9,9,100.111805957177
336,999,2,2,100.417607740762
337,999,2,2,100.111805957177
338,825,2,2,100.595160125175
339,999,2,1,100.179169992005
340,462,5,2,100.111805957177
341,999,9,9,100.111805957177
342,999,9,9,100.595160125175
343,825,7,2,100.595160125175
344,999,7,8,100.417607740762
345,462,9,9,100.111805957177
346,933,9,9,100.481174883465
347,825,2,2,100.595160125175
348,999,9,9,100.111805957177
349,999,2,1,100.417607740762
350,999,2,1,99.9745842484901
351,462,9,9,100.111805957177
352,462,9,9,100.111805957177
353,999,2,2,100.417607740762
354,999,2,3,100.964470533697
355,462,2,1,100.111805957177
356,825,9,9,100.595160125175
357,999,9,9,100.417607740762
358,933,9,9,100.481174883465
359,999,9,9,100.417607740762
360,999,9,9,100.417607740762
361,999,9,9,100.111805957177
362,535,9,9,100.417607740762
363,999,2,1,100.595160125175
364,535,2,2,100.417607740762
365,825,9,9,100.595160125175
366,462,2,2,100.111805957177
367,999,4,1,100.42794720071
368,999,9,9,100.111805957177
369,999,9,9,100.595160125175
370,999,2,3,100.417607740762
371,999,2,3,100.111805957177
372,999,9,9,100.481174883465
373,835,4,4,100.595160125175
374,462,2,4,100.111805957177
375,999,9,9,100.481174883465
376,999,9,9,100.111805957177
377,999,9,9,100.417607740762
378,999,9,8,100.964470533697
379,999,9,9,100.417607740762
380,999,5,2,100.964470533697
381,999,9,9,100.417607740762
382,835,2,1,100.595160125175
383,999,2,3,100.111805957177
384,825,2,2,100.595160125175
385,999,2,1,100.417607740762
386,999,2,1,100.481174883465
387,999,9,9,99.9745842484901
388,535,9,9,100.417607740762
389,999,9,9,100.111805957177
390,999,5,2,100.964470533697
391,999,9,9,100.111805957177
392,999,9,9,100.417607740762
393,999,9,9,100.964470533697
394,462,2,2,100.111805957177
395,535,2,1,100.417607740762
396,999,9,9,100.964470533697
397,999,9,9,100.42794720071
398,999,9,9,100.111805957177
399,462,2,5,100.111805957177
400,999,9,9,100.111805957177
401,462,2,4,100.111805957177
402,999,2,1,100.481174883465
403,999,2,2,100.111805957177
404,999,2,1,100.179169992005
405,999,9,9,100.179169992005
406,825,2,2,100.595160125175
407,999,2,2,100.111805957177
408,462,9,9,100.111805957177
409,999,2,3,100.417607740762
410,535,9,9,100.417607740762
411,999,9,9,100.595160125175
412,999,9,9,100.595160125175
413,999,4,2,100.42794720071
414,999,2,1,100.111805957177
415,999,9,9,100.481174883465
416,999,9,9,100.964470533697
417,535,9,9,100.417607740762
418,933,4,2,100.481174883465
419,999,2,2,100.595160125175
420,535,9,9,100.417607740762
421,999,2,3,100.111805957177
422,999,9,9,100.417607740762
423,999,9,9,100.417607740762
424,999,9,9,100.964470533697
425,999,9,9,100.111805957177
426,462,7,3,100.111805957177
427,999,9,9,100.111805957177
428,999,2,2,100.15765171502
429,933,9,9,100.481174883465
430,535,5,1,100.417607740762
431,999,9,9,100.417607740762
432,535,9,9,100.417607740762
433,462,9,9,100.111805957177
434,462,9,9,100.111805957177
435,999,9,9,100.417607740762
436,535,5,4,100.417607740762
437,999,9,9,100.481174883465
438,999,2,1,100.111805957177
439,999,9,9,100.964470533697
440,999,9,9,100.417607740762
441,999,9,9,100.481174883465
442,999,9,9,100.417607740762
443,535,9,9,100.417607740762
444,999,9,9,100.111805957177
445,999,2,2,100.417607740762
446,999,9,9,100.417607740762
447,462,2,2,100.111805957177
448,999,9,9,100.111805957177
449,462,9,9,100.111805957177
450,999,2,1,100.417607740762
451,933,9,9,100.481174883465
452,999,9,9,100.417607740762
453,999,9,9,100.417607740762
454,999,9,9,100.417607740762
455,999,2,1,100.417607740762
456,999,2,2,100.417607740762
457,999,9,9,100.417607740762
458,999,7,1,100.595160125175
459,999,9,9,100.111805957177
460,999,2,1,100.964470533697
461,535,9,9,100.417607740762
462,462,1,2,100.111805957177
463,999,2,3,100.417607740762
464,535,2,1,100.417607740762
465,462,2,1,100.111805957177
466,462,9,9,100.111805957177
467,462,2,4,100.111805957177
468,825,9,9,100.595160125175
469,933,9,9,100.481174883465
470,462,2,2,100.111805957177
471,999,9,9,100.111805957177
472,999,2,4,100.417607740762
473,999,2,2,100.595160125175
474,999,9,9,100.417607740762
475,999,2,2,100.417607740762
476,535,9,9,100.417607740762
477,999,9,9,100.417607740762
478,535,9,9,100.417607740762
479,999,9,9,100.111805957177
480,999,2,1,100.417607740762
481,933,9,9,100.481174883465
482,535,2,1,100.417607740762
483,999,2,1,100.42794720071
484,999,2,4,100.417607740762
485,999,2,3,100.964470533697
486,835,2,1,100.595160125175
487,535,9,9,100.417607740762
488,999,2,2,100.15765171502
489,999,9,9,100.417607740762
490,999,9,9,100.111805957177
491,999,9,9,100.417607740762
492,999,2,2,100.111805957177
493,999,2,1,100.964470533697
494,999,9,9,100.111805957177
495,999,9,9,100.111805957177
496,825,9,9,100.595160125175
497,933,7,1,100.481174883465
498,999,9,9,101.098005203819
499,535,9,9,100.417607740762
500,999,2,1,100.111805957177
501,535,9,9,100.417607740762
502,999,2,2,100.964470533697
503,535,9,9,100.417607740762
504,999,9,9,100.42794720071
505,999,2,2,100.417607740762
506,535,9,9,100.417607740762
507,462,9,9,100.111805957177
508,999,9,9,100.111805957177
509,999,2,3,100.417607740762
510,933,9,9,100.481174883465
511,999,7,1,100.111805957177
512,999,9,9,100.417607740762
513,999,7,1,99.9745842484901
514,999,9,9,100.481174883465
515,535,9,9,100.417607740762
516,933,2,3,100.481174883465
517,999,2,1,100.111805957177
518,462,9,9,100.111805957177
519,999,9,9,100.111805957177
520,999,9,9,99.9745842484901
521,825,9,9,100.595160125175
522,835,9,9,100.595160125175
523,535,2,1,100.417607740762
524,999,9,9,100.481174883465
525,462,6,2,100.111805957177
526,999,9,9,99.9745842484901
527,835,7,1,100.595160125175
528,535,9,9,100.417607740762
529,999,9,9,100.417607740762
530,535,2,1,100.417607740762
531,462,9,9,100.111805957177
532,999,2,4,100.111805957177
533,535,9,9,100.417607740762
534,462,9,9,100.111805957177
535,999,2,1,100.481174883465
536,999,9,9,100.964470533697
537,535,9,9,100.417607740762
538,999,9,9,100.15765171502
539,999,2,4,100.42794720071
540,462,9,9,100.111805957177
541,999,9,9,100.481174883465
542,462,9,9,100.111805957177
543,999,9,9,100.111805957177
544,999,9,9,100.417607740762
545,933,9,9,100.481174883465
546,999,2,3,100.417607740762
547,999,2,2,100.417607740762
548,535,2,4,100.417607740762
549,999,9,9,100.417607740762
550,999,9,9,100.179169992005
551,999,9,9,100.417607740762
552,825,2,2,100.595160125175
553,999,2,2,100.964470533697
554,835,9,9,100.595160125175
555,999,2,2,100.417607740762
556,999,9,9,100.417607740762
557,535,6,8,100.417607740762
558,462,2,2,100.111805957177
559,825,9,9,100.595160125175
560,462,9,9,100.111805957177
561,999,2,1,100.417607740762
562,535,2,2,100.417607740762
563,999,2,1,100.111805957177
564,462,9,9,100.111805957177
565,999,9,9,100.595160125175
566,462,9,9,100.111805957177
567,462,2,4,100.111805957177
568,535,9,9,100.417607740762
569,999,9,9,100.417607740762
570,462,9,9,100.111805957177
571,462,9,9,100.111805957177
572,999,2,2,100.417607740762
573,999,2,2,100.42794720071
574,999,6,3,100.964470533697
575,462,2,3,100.111805957177
576,999,2,3,100.481174883465
577,999,9,9,100.111805957177
578,999,7,1,100.111805957177
579,933,9,9,100.481174883465
580,462,2,3,100.111805957177
581,535,2,1,100.417607740762
582,999,9,9,99.9745842484901
583,933,9,9,100.481174883465
584,535,9,9,100.417607740762
585,999,9,9,100.111805957177
586,835,5,2,100.595160125175
587,462,9,9,100.111805957177
588,999,9,9,100.417607740762
589,535,9,9,100.417607740762
590,999,2,1,100.15765171502
591,999,9,9,100.417607740762
592,462,9,9,100.111805957177
593,999,9,9,100.417607740762
594,999,7,1,100.417607740762
595,999,2,1,100.417607740762
596,535,9,9,100.417607740762
597,999,2,3,100.481174883465
598,535,9,9,100.417607740762
599,835,9,9,100.595160125175
600,999,9,9,100.417607740762
601,999,9,9,100.417607740762
602,535,2,2,100.417607740762
603,999,9,9,100.111805957177
604,999,9,9,100.481174883465
605,999,2,2,100.417607740762
606,933,9,9,100.481174883465
607,999,2,2,100.111805957177
608,825,2,5,100.595160125175
609,999,9,9,100.417607740762
610,999,9,9,100.15765171502
611,535,9,9,100.417607740762
612,999,2,1,100.417607740762
613,999,9,9,100.481174883465
614,999,9,9,99.9745842484901
615,999,9,9,100.417607740762
616,999,9,9,100.417607740762
617,999,4,1,100.595160125175
618,933,9,9,100.481174883465
619,999,2,2,100.595160125175
620,835,2,2,100.595160125175
621,999,2,2,100.179169992005
622,999,9,9,100.417607740762
623,462,9,8,100.111805957177
624,999,9,9,100.417607740762
625,462,2,5,100.111805957177
626,999,2,5,100.111805957177
627,535,6,5,100.417607740762
628,999,2,8,100.522378089514
629,999,9,9,100.417607740762
630,999,7,1,99.9745842484901
631,535,9,9,100.417607740762
632,999,9,9,100.481174883465
633,462,6,4,100.111805957177
634,462,9,9,100.111805957177
635,933,9,9,100.481174883465
636,999,9,9,100.595160125175
637,462,7,1,100.111805957177
638,999,2,3,100.964470533697
639,999,7,2,100.481174883465
640,462,9,9,100.111805957177
641,999,2,3,99.9745842484901
642,999,9,9,100.417607740762
643,535,2,3,100.417607740762
644,462,2,2,100.111805957177
645,999,9,9,100.417607740762
646,999,2,1,100.179169992005
647,999,9,9,100.417607740762
648,999,2,1,100.42794720071
649,999,2,4,100.417607740762
650,535,2,3,100.417607740762
651,999,2,2,100.111805957177
652,999,9,9,100.42794720071
653,999,2,2,100.417607740762
654,462,9,9,100.111805957177
655,999,2,4,100.417607740762
656,835,5,1,100.595160125175
657,535,2,2,100.417607740762
658,535,2,2,100.417607740762
659,999,5,2,100.417607740762
660,999,9,9,100.111805957177
661,825,9,9,100.595160125175
662,999,9,9,100.111805957177
663,999,2,2,100.179169992005
664,999,9,9,100.111805957177
665,535,9,9,100.417607740762
666,825,2,2,100.595160125175
667,535,4,2,100.417607740762
668,999,9,9,100.417607740762
669,999,9,9,100.481174883465
670,999,9,9,100.417607740762
671,999,2,4,100.417607740762
672,535,2,2,100.417607740762
673,999,2,3,100.15765171502
674,999,9,9,100.417607740762
675,999,9,9,100.417607740762
676,999,2,2,100.417607740762
677,999,9,9,100.417607740762
678,535,2,2,100.417607740762
679,999,2,1,100.42794720071
680,999,5,2,100.417607740762
681,462,9,9,100.111805957177
682,462,9,9,100.111805957177
683,835,9,8,100.595160125175
684,999,9,9,100.417607740762
685,999,9,9,100.15765171502
686,835,9,9,100.595160125175
687,999,9,9,100.111805957177
688,933,9,9,100.481174883465
689,535,2,3,100.417607740762
690,933,9,9,100.481174883465
691,999,9,9,100.417607740762
692,999,9,9,99.9745842484901
693,999,9,9,100.417607740762
694,999,2,1,100.111805957177
695,462,9,9,100.111805957177
696,999,9,9,100.15765171502
697,999,9,9,100.15765171502
698,999,2,1,100.111805957177
699,999,9,9,100.417607740762
700,535,9,9,100.417607740762
701,999,9,9,100.964470533697
702,535,9,9,100.417607740762
703,999,9,9,99.9745842484901
704,535,9,9,100.417607740762
705,535,9,9,100.417607740762
706,933,9,9,100.481174883465
707,933,9,9,100.481174883465
708,999,2,2,100.417607740762
709,535,9,9,100.417607740762
710,999,2,2,100.417607740762
711,999,7,2,100.595160125175
712,999,9,9,100.595160125175
713,535,9,9,100.417607740762
714,999,9,9,100.481174883465
715,535,1,3,100.417607740762
716,933,2,3,100.481174883465
717,999,2,5,100.417607740762
718,999,2,2,100.417607740762
719,999,9,9,100.417607740762
720,933,2,2,100.481174883465
721,999,2,3,100.481174883465
722,999,5,2,99.9745842484901
723,999,9,9,100.964470533697
724,999,9,9,100.417607740762
725,462,7,1,100.111805957177
726,999,9,9,100.964470533697
727,999,2,1,100.111805957177
728,933,2,2,100.481174883465
729,999,2,5,100.595160125175
730,462,2,3,100.111805957177
731,535,9,9,100.417607740762
732,999,2,3,100.417607740762
733,999,9,9,100.417607740762
734,999,2,2,100.111805957177
735,933,9,9,100.481174883465
736,535,2,2,100.417607740762
737,825,2,3,100.595160125175
738,462,2,2,100.111805957177
739,825,7,1,100.595160125175
740,999,9,9,100.417607740762
741,999,9,9,100.481174883465
742,933,9,9,100.481174883465
743,999,9,9,100.42794720071
744,999,9,9,100.417607740762
745,999,2,1,100.595160125175
746,999,9,9,100.111805957177
747,999,2,8,100.595160125175
748,999,9,9,99.9745842484901
749,999,2,3,100.111805957177
750,999,9,9,100.417607740762
751,535,2,2,100.417607740762
752,933,2,2,100.481174883465
753,999,9,9,100.111805957177
754,999,5,1,100.417607740762
755,535,9,9,100.417607740762
756,999,2,1,100.111805957177
757,462,2,2,100.111805957177
758,999,9,9,99.9745842484901
759,462,9,9,100.111805957177
760,933,9,9,100.481174883465
761,535,9,9,100.417607740762
762,999,2,2,100.964470533697
763,462,2,2,100.111805957177
764,535,9,9,100.417607740762
765,999,2,3,100.595160125175
766,999,2,1,100.111805957177
767,535,9,9,100.417607740762
768,835,2,2,100.595160125175
769,933,2,1,100.481174883465
770,999,2,1,100.111805957177
771,535,9,9,100.417607740762
772,999,9,9,100.111805957177
773,535,9,9,100.417607740762
774,999,9,9,100.111805957177
775,462,9,9,100.111805957177
776,462,2,4,100.111805957177
777,999,2,3,100.964470533697
778,999,2,3,99.9745842484901
779,999,5,5,100.522378089514
780,999,9,9,100.417607740762
781,999,6,3,100.964470533697
782,535,9,9,100.417607740762
783,462,9,9,100.111805957177
784,999,2,2,99.9745842484901
785,535,2,8,100.417607740762
786,999,9,9,100.481174883465
787,933,9,9,100.481174883465
788,999,9,9,100.111805957177
789,462,9,9,100.111805957177
790,535,2,3,100.417607740762
791,999,5,1,100.481174883465
792,535,2,2,100.417607740762
793,999,9,9,99.9745842484901
794,999,2,2,100.111805957177
795,535,5,3,100.417607740762
796,462,9,9,100.111805957177
797,933,9,9,100.481174883465
798,825,9,9,100.595160125175
799,535,9,9,100.417607740762
800,835,9,9,100.595160125175
801,999,9,9,100.595160125175
802,999,9,9,99.9745842484901
803,462,5,4,100.111805957177
804,999,9,9,100.417607740762
805,999,2,8,100.481174883465
806,999,2,2,100.595160125175
807,933,9,9,100.481174883465
808,999,9,9,100.111805957177
809,999,2,1,100.417607740762
810,999,9,9,100.417607740762
811,933,2,1,100.481174883465
812,535,9,9,100.417607740762
813,462,9,9,100.111805957177
814,999,9,9,100.417607740762
815,999,2,5,100.595160125175
816,825,2,5,100.595160125175
817,999,2,4,100.417607740762
818,999,9,9,100.417607740762
819,835,2,2,100.595160125175
820,933,9,9,100.481174883465
821,999,9,9,100.417607740762
822,999,2,5,100.417607740762
823,999,2,1,100.417607740762
824,999,2,1,100.964470533697
825,999,2,1,100.417607740762
826,462,9,9,100.111805957177
827,933,9,9,100.481174883465
828,999,2,1,100.417607740762
829,999,9,9,100.179169992005
830,999,2,1,100.111805957177
831,999,9,9,100.111805957177
832,999,9,9,100.964470533697
833,999,9,9,100.964470533697
834,999,9,9,100.417607740762
835,999,9,9,100.417607740762
836,535,2,1,100.417607740762
837,835,2,1,100.595160125175
838,999,9,9,100.595160125175
839,999,2,2,100.417607740762
840,999,2,1,100.42794720071
841,462,9,9,100.111805957177
842,999,2,1,100.417607740762
843,999,9,9,100.417607740762
844,535,9,9,100.417607740762
845,535,7,2,100.417607740762
846,835,2,3,100.595160125175
847,999,9,9,100.481174883465
848,535,2,5,100.417607740762
849,933,2,2,100.481174883465
850,933,2,1,100.481174883465
851,999,2,1,100.417607740762
852,933,2,5,100.481174883465
853,462,6,2,100.111805957177
854,535,9,9,100.417607740762
855,999,2,1,100.595160125175
856,462,9,9,100.111805957177
857,999,2,1,100.111805957177
858,999,9,9,100.111805957177
859,999,9,9,100.417607740762
860,535,9,9,100.417607740762
861,999,2,1,100.417607740762
862,825,9,9,100.595160125175
863,999,9,9,100.417607740762
864,933,6,3,100.481174883465
865,999,9,9,100.42794720071
866,999,7,1,100.964470533697
867,999,9,9,99.9745842484901
868,835,9,9,100.595160125175
869,999,9,9,99.9745842484901
870,535,9,9,100.417607740762
871,999,2,1,100.111805957177
872,999,2,2,99.9745842484901
873,535,9,9,100.417607740762
874,835,9,9,100.595160125175
875,999,9,9,100.417607740762
876,999,4,2,100.15765171502
877,535,9,9,100.417607740762
878,999,9,9,100.964470533697
879,999,2,4,100.417607740762
880,535,9,9,100.417607740762
881,933,7,2,100.481174883465
882,462,9,9,100.111805957177
883,999,9,9,100.42794720071
884,999,2,1,99.9745842484901
885,999,2,1,100.964470533697
886,835,2,1,100.595160125175
887,999,9,9,100.111805957177
888,999,5,2,100.417607740762
889,999,9,9,100.111805957177
890,999,9,9,100.15765171502
891,535,2,4,100.417607740762
892,462,9,9,100.111805957177
893,999,9,9,100.417607740762
894,999,2,1,100.481174883465
895,999,9,9,100.595160125175
896,999,2,2,100.111805957177
897,825,9,9,100.595160125175
898,999,9,9,100.417607740762
899,933,6,2,100.481174883465
900,999,2,1,100.111805957177
901,462,2,2,100.111805957177
902,535,9,9,100.417607740762
903,933,2,1,100.481174883465
904,999,9,9,100.595160125175
905,999,9,9,100.481174883465
906,999,2,4,100.964470533697
907,462,2,2,100.111805957177
908,999,2,1,100.417607740762
909,999,2,4,100.481174883465
910,933,7,1,100.481174883465
911,535,9,9,100.417607740762
912,535,9,9,100.417607740762
913,999,9,9,99.9745842484901
914,535,9,9,100.417607740762
915,999,2,1,100.417607740762
916,999,2,2,100.111805957177
917,999,9,9,100.417607740762
918,999,9,9,100.15765171502
919,999,9,9,100.417607740762
920,535,2,3,100.417607740762
921,462,2,4,100.111805957177
922,825,2,3,100.595160125175
923,933,9,9,100.481174883465
924,999,9,9,100.417607740762
925,999,2,2,100.481174883465
926,999,9,9,100.417607740762
927,535,9,9,100.417607740762
928,999,2,1,100.417607740762
929,462,2,4,100.111805957177
